# MEAN_SAMPLE_SIZE = 42038
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_associative_learning            SET      74     0.043515    0.0027343     0.099901      0.33157 GO_bp:go_associative_learning
GO_bp:go_snorna_metabolic_pr...          SET       4     -0.65179   -0.0095399      0.34824      0.96936 GO_bp:go_snorna_metabolic_process
GO_bp:go_negative_regulation...128       SET     217      0.13694     0.014679     0.058363    0.0094831 GO_bp:go_negative_regulation_of_cellular_catabolic_process
GO_bp:go_regulation_of_respo...7         SET      24     -0.27625   -0.0098987      0.20005      0.91634 GO_bp:go_regulation_of_response_to_extracellular_stimulus
GO_bp:go_cofactor_transport              SET      46      0.12166    0.0060319      0.12761      0.17021 GO_bp:go_cofactor_transport
GO_bp:go_positive_regulation...282       SET      58    -0.057588    -0.003205      0.11844      0.68659 GO_bp:go_positive_regulation_of_fat_cell_differentiation
GO_bp:go_negative_regulation...561       SET      63      0.10641    0.0061709      0.11238      0.17187 GO_bp:go_negative_regulation_of_protein_polymerization
GO_bp:go_exogenous_drug_cata...          SET      22     -0.29405    -0.010089      0.20219      0.92706 GO_bp:go_exogenous_drug_catabolic_process
GO_bp:go_negative_regulation...571       SET      25      0.20634    0.0075459      0.18087      0.12698 GO_bp:go_negative_regulation_of_reactive_oxygen_species_metabolic_process
GO_bp:go_regulation_of_prote...13        SET      36      0.22614    0.0099213      0.13787     0.050481 GO_bp:go_regulation_of_protein_deacetylation
GO_bp:go_otic_vesicle_develo...          SET      14      0.37418     0.010243       0.2234     0.046985 GO_bp:go_otic_vesicle_development
GO_bp:go_positive_regulation...233       SET      25      0.10427    0.0038133      0.19421      0.29567 GO_bp:go_positive_regulation_of_dna_templated_transcription_initiation
GO_bp:go_neuron_projection_e...2         SET      35    -0.065032   -0.0028132        0.152      0.66561 GO_bp:go_neuron_projection_extension_involved_in_neuron_projection_guidance
GO_bp:go_phospholipid_dephos...          SET      31    -0.019022  -0.00077451       0.1658      0.54567 GO_bp:go_phospholipid_dephosphorylation
GO_bp:go_negative_regulation...203       SET      29    -0.050071    -0.001972      0.15666      0.62536 GO_bp:go_negative_regulation_of_dna_repair
GO_bp:go_metal_ion_transport             SET     821     0.018491    0.0037915     0.032033      0.28189 GO_bp:go_metal_ion_transport
GO_bp:go_insulin_secretion               SET     194     0.064443    0.0065352     0.063993      0.15697 GO_bp:go_insulin_secretion
GO_bp:go_positive_regulation...296       SET      48     0.049124    0.0024877       0.1345      0.35747 GO_bp:go_positive_regulation_of_fibroblast_proliferation
GO_bp:go_preassembly_of_gpi_...          SET      15      -0.1548   -0.0043861      0.19812      0.78269 GO_bp:go_preassembly_of_gpi_anchor_in_er_membrane
GO_bp:go_necrotic_cell_death             SET      47     0.052132    0.0026125      0.12184      0.33438 GO_bp:go_necrotic_cell_death
GO_bp:go_regulation_of_mast_...2         SET      28     -0.15186   -0.0058769      0.15554      0.83555 GO_bp:go_regulation_of_mast_cell_activation_involved_in_immune_response
GO_bp:go_positive_regulation...141       SET       6      0.12521    0.0022443      0.35517      0.36222 GO_bp:go_positive_regulation_of_cellular_amine_metabolic_process
GO_bp:go_positive_regulation...413       SET     145     0.048368    0.0042462     0.068121      0.23885 GO_bp:go_positive_regulation_of_intracellular_protein_transport
GO_bp:go_regulation_by_virus...          SET       7      -0.1852   -0.0035855      0.43194      0.66595 GO_bp:go_regulation_by_virus_of_viral_protein_levels_in_host_cell
GO_bp:go_chromosome_localiza...          SET      75      0.07964    0.0050378     0.098077       0.2084 GO_bp:go_chromosome_localization
GO_bp:go_regulation_of_respi...4         SET      14     0.010155   0.00027799      0.24554      0.48351 GO_bp:go_regulation_of_respiratory_system_process
GO_bp:go_positive_regulation...18        SET       9      0.39693    0.0087132      0.34993      0.12834 GO_bp:go_positive_regulation_of_adenylate_cyclase_activity
GO_bp:go_positive_regulation...564       SET     333    0.0041378   0.00054769     0.050423       0.4673 GO_bp:go_positive_regulation_of_neuron_differentiation
GO_bp:go_embryonic_skeletal_...4         SET      94      0.18714     0.013246      0.10396     0.035932 GO_bp:go_embryonic_skeletal_system_morphogenesis
GO_bp:go_activation_of_gtpas...          SET      84     0.052422    0.0035085      0.10034      0.30069 GO_bp:go_activation_of_gtpase_activity
GO_bp:go_inositol_phosphate_...4         SET      43    -0.067276   -0.0032251      0.12105      0.71082 GO_bp:go_inositol_phosphate_metabolic_process
GO_bp:go_t_cell_homeostasis              SET      34       0.1474     0.006285      0.14638      0.15698 GO_bp:go_t_cell_homeostasis
GO_bp:go_histone_methylation             SET     132   -0.0051847  -0.00043443     0.076442      0.52704 GO_bp:go_histone_methylation
GO_bp:go_cellular_response_t...39        SET      18      0.14631     0.004541      0.21776      0.25083 GO_bp:go_cellular_response_to_fluid_shear_stress
GO_bp:go_positive_regulation...844       SET      98     -0.06715   -0.0048525     0.088175      0.77683 GO_bp:go_positive_regulation_of_transporter_activity
GO_bp:go_alpha_beta_t_cell_d...          SET      94    -0.063616   -0.0045028     0.097581      0.74277 GO_bp:go_alpha_beta_t_cell_differentiation
GO_bp:go_establishment_of_pr...2         SET      26    -0.089213   -0.0033271       0.1672      0.70318 GO_bp:go_establishment_of_protein_localization_to_chromosome
GO_bp:go_peptide_cross_linki...1         SET      53     0.082009    0.0043635      0.14114      0.28061 GO_bp:go_peptide_cross_linking
GO_bp:go_peptidyl_serine_mod...          SET     291      0.10623     0.013159     0.053255     0.023046 GO_bp:go_peptidyl_serine_modification
GO_bp:go_cellular_response_t...37        SET     252     0.023274    0.0026858     0.054266        0.334 GO_bp:go_cellular_response_to_extracellular_stimulus
GO_bp:go_roundabout_signalin...          SET       7     -0.37634   -0.0072862      0.40939      0.82102 GO_bp:go_roundabout_signaling_pathway
GO_bp:go_negative_regulation...586       SET      73   -0.0039138  -0.00024426      0.10004       0.5156 GO_bp:go_negative_regulation_of_response_to_dna_damage_stimulus
GO_bp:go_glutamate_metabolic...          SET      20     -0.12506   -0.0040913      0.19503      0.73932 GO_bp:go_glutamate_metabolic_process
GO_bp:go_sphingomyelin_metab...          SET       6      0.38641    0.0069264      0.29881     0.097988 GO_bp:go_sphingomyelin_metabolic_process
GO_bp:go_trna_metabolic_proc...          SET     168    -0.070119   -0.0066219     0.065969      0.85608 GO_bp:go_trna_metabolic_process
GO_bp:go_negative_regulation...39        SET      16     -0.13956   -0.0040841      0.19706      0.76059 GO_bp:go_negative_regulation_of_atpase_activity
GO_bp:go_positive_regulation...456       SET     501    -0.022186   -0.0035855     0.040812      0.70665 GO_bp:go_positive_regulation_of_locomotion
GO_bp:go_regulation_of_dendr...3         SET      78   -0.0034655  -0.00022354      0.10119      0.51366 GO_bp:go_regulation_of_dendrite_morphogenesis
GO_bp:go_cellular_response_t...71        SET      13      0.33993    0.0089674      0.23829     0.076866 GO_bp:go_cellular_response_to_lithium_ion
GO_bp:go_mammary_gland_epith...3         SET      70    0.0055593   0.00033979      0.11133      0.48009 GO_bp:go_mammary_gland_epithelium_development
GO_bp:go_cellular_response_t...99        SET      21     0.029384   0.00098498      0.21048      0.44449 GO_bp:go_cellular_response_to_prostaglandin_stimulus
GO_bp:go_negative_regulation...722       SET      93    0.0041458   0.00029189     0.098011      0.48313 GO_bp:go_negative_regulation_of_viral_process
GO_bp:go_erythrocyte_homeost...          SET     111     0.088284    0.0067873     0.082137      0.14123 GO_bp:go_erythrocyte_homeostasis
GO_bp:go_response_to_heat                SET     165    -0.030948   -0.0028966     0.069918      0.67098 GO_bp:go_response_to_heat
GO_bp:go_notch_receptor_proc...1         SET      10     0.091695    0.0021217      0.25703      0.36064 GO_bp:go_notch_receptor_processing
GO_bp:go_cellular_response_t...14        SET      33      0.14098    0.0059224      0.17122      0.20514 GO_bp:go_cellular_response_to_cadmium_ion
GO_bp:go_suckling_behavior               SET      12      0.19522     0.004948      0.23035      0.19836 GO_bp:go_suckling_behavior
GO_bp:go_positive_regulation...430       SET      37     0.031859     0.001417      0.15817      0.42018 GO_bp:go_positive_regulation_of_kidney_development
GO_bp:go_i_kappab_kinase_nf_...          SET     238   -0.0076555  -0.00085887     0.057357      0.55309 GO_bp:go_i_kappab_kinase_nf_kappab_signaling
GO_bp:go_regulation_of_non_c...          SET      21     -0.13229   -0.0044346      0.20312      0.74257 GO_bp:go_regulation_of_non_canonical_wnt_signaling_pathway
GO_bp:go_regulation_of_kinas...          SET     809     0.067414     0.013726       0.0316     0.016454 GO_bp:go_regulation_of_kinase_activity
GO_bp:go_negative_regulation...202       SET      37     -0.11696   -0.0052018      0.13786      0.80188 GO_bp:go_negative_regulation_of_dna_recombination
GO_bp:go_positive_regulation...466       SET      32     -0.33872    -0.014012      0.16162      0.98194 GO_bp:go_positive_regulation_of_lymphocyte_migration
GO_bp:go_negative_regulation...136       SET      32      0.12764    0.0052801      0.16162      0.21484 GO_bp:go_negative_regulation_of_cellular_response_to_insulin_stimulus
GO_bp:go_positive_regulation...145       SET      12     -0.22408   -0.0056794      0.25759      0.80782 GO_bp:go_positive_regulation_of_cellular_extravasation
GO_bp:go_myeloid_leukocyte_d...          SET     188      0.02467    0.0024632     0.066269      0.35485 GO_bp:go_myeloid_leukocyte_differentiation
GO_bp:go_peroxisome_organiza...          SET      77    -0.041424   -0.0026549     0.094212      0.66992 GO_bp:go_peroxisome_organization
GO_bp:go_dna_strand_elongati...2         SET      13     -0.11698    -0.003086      0.21943      0.70302 GO_bp:go_dna_strand_elongation_involved_in_dna_replication
GO_bp:go_cellular_modified_a...2         SET      24    -0.078546   -0.0028145      0.16059      0.68761 GO_bp:go_cellular_modified_amino_acid_catabolic_process
GO_bp:go_polyol_metabolic_pr...          SET      64    -0.012601  -0.00073654      0.10642      0.54712 GO_bp:go_polyol_metabolic_process
GO_bp:go_positive_regulation...831       SET      18    -0.048444   -0.0015036      0.25049      0.57667 GO_bp:go_positive_regulation_of_transcription_initiation_from_rna_polymerase_ii_promoter
GO_bp:go_apical_junction_ass...          SET      59     -0.15491    -0.008695      0.11474      0.91149 GO_bp:go_apical_junction_assembly
GO_bp:go_lymphocyte_homeosta...          SET      57      0.17762    0.0097997      0.11374     0.059206 GO_bp:go_lymphocyte_homeostasis
GO_bp:go_sertoli_cell_develo...          SET      12      0.33569    0.0085082      0.24245     0.083104 GO_bp:go_sertoli_cell_development
GO_bp:go_negative_regulation...602       SET      22      0.49847     0.017102       0.1976     0.005829 GO_bp:go_negative_regulation_of_rna_splicing
GO_bp:go_cell_cycle_phase_tr...          SET     552     0.033836    0.0057317     0.037559      0.18384 GO_bp:go_cell_cycle_phase_transition
GO_bp:go_tissue_morphogenesis            SET     627     0.016524    0.0029771     0.037642      0.33034 GO_bp:go_tissue_morphogenesis
GO_bp:go_endosome_to_lysosom...1         SET      52      0.02707    0.0014267      0.12791      0.41619 GO_bp:go_endosome_to_lysosome_transport
GO_bp:go_response_to_angiote...          SET      23      0.25678    0.0090077      0.20454      0.10468 GO_bp:go_response_to_angiotensin
GO_bp:go_dendritic_spine_dev...          SET      81      0.12457    0.0081875      0.10071      0.10806 GO_bp:go_dendritic_spine_development
GO_bp:go_regulation_of_prote...48        SET      41     0.062934    0.0029461       0.1447      0.33181 GO_bp:go_regulation_of_protein_oligomerization
GO_bp:go_serine_family_amino...1         SET      18      0.23106    0.0071715      0.19546      0.11858 GO_bp:go_serine_family_amino_acid_biosynthetic_process
GO_bp:go_cerebellar_purkinje...3         SET       9     0.091011    0.0019979      0.27157      0.36877 GO_bp:go_cerebellar_purkinje_cell_layer_formation
GO_bp:go_cellular_response_t...18        SET     134    -0.012133   -0.0010243     0.077994      0.56181 GO_bp:go_cellular_response_to_carbohydrate_stimulus
GO_bp:go_inositol_phosphate_...2         SET      15     0.095874    0.0027166      0.23131      0.33926 GO_bp:go_inositol_phosphate_catabolic_process
GO_bp:go_c21_steroid_hormone...2         SET      40    -0.059237   -0.0027391      0.14112      0.66267 GO_bp:go_c21_steroid_hormone_metabolic_process
GO_bp:go_negative_regulation...262       SET      23      0.37537     0.013168      0.21111     0.037704 GO_bp:go_negative_regulation_of_glial_cell_differentiation
GO_bp:go_positive_regulation...775       SET      60     0.058291    0.0032993       0.1195      0.31285 GO_bp:go_positive_regulation_of_synapse_assembly
GO_bp:go_transmission_of_ner...          SET      70     0.032998    0.0020168      0.11034      0.38245 GO_bp:go_transmission_of_nerve_impulse
GO_bp:go_positive_regulation...873       SET     174    -0.044103    -0.004238     0.067604      0.74291 GO_bp:go_positive_regulation_of_vasculature_development
GO_bp:go_positive_regulation...252       SET      22     -0.22121   -0.0075896      0.21831      0.84454 GO_bp:go_positive_regulation_of_epidermal_cell_differentiation
GO_bp:go_membrane_fusion                 SET     144    -0.031017   -0.0027137     0.072914      0.66472 GO_bp:go_membrane_fusion
GO_bp:go_positive_regulation...818       SET      35       0.3185     0.013778      0.16256     0.025046 GO_bp:go_positive_regulation_of_tor_signaling
GO_bp:go_positive_regulation...307       SET      40      0.23609     0.010917      0.15124     0.059261 GO_bp:go_positive_regulation_of_glial_cell_differentiation
GO_bp:go_male_sex_determinat...          SET      11      0.18918    0.0045909      0.28556      0.25383 GO_bp:go_male_sex_determination
GO_bp:go_type_b_pancreatic_c...2         SET      19     0.020857   0.00066505      0.23047      0.46395 GO_bp:go_type_b_pancreatic_cell_development
GO_bp:go_regulation_of_super...1         SET      20    -0.040086   -0.0013114      0.18714      0.58481 GO_bp:go_regulation_of_superoxide_anion_generation
GO_bp:go_antigen_receptor_me...          SET     227    -0.021657   -0.0023736     0.059165      0.64283 GO_bp:go_antigen_receptor_mediated_signaling_pathway
GO_bp:go_positive_regulation...514       SET     146   -0.0080766  -0.00071146     0.072208      0.54453 GO_bp:go_positive_regulation_of_mitotic_cell_cycle
