# MEAN_SAMPLE_SIZE = 42038
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_response_to_muscle_...3         SET      18   -0.0063721  -0.00019777      0.20163      0.51261 GO_bp:go_response_to_muscle_stretch
GO_bp:go_negative_regulation...487       SET      12      0.25891    0.0065623      0.30986       0.2017 GO_bp:go_negative_regulation_of_oligodendrocyte_differentiation
GO_bp:go_regulation_of_phosp...4         SET     114    -0.015787   -0.0012299     0.084534      0.57407 GO_bp:go_regulation_of_phosphatidylinositol_3_kinase_signaling
GO_bp:go_response_to_cold                SET      45     0.091058    0.0044653      0.13629      0.25203 GO_bp:go_response_to_cold
GO_bp:go_negative_regulation...630       SET      17    -0.047758   -0.0014405      0.23681      0.57991 GO_bp:go_negative_regulation_of_sodium_ion_transport
GO_bp:go_circulatory_system_...2         SET     499    -0.028137   -0.0045383     0.041868      0.74922 GO_bp:go_circulatory_system_process
GO_bp:go_regulation_of_trigl...3         SET       8      0.16607     0.003437      0.31234      0.29748 GO_bp:go_regulation_of_triglyceride_metabolic_process
GO_bp:go_negative_regulation...273       SET      11      0.15356    0.0037265      0.26969      0.28455 GO_bp:go_negative_regulation_of_glycoprotein_biosynthetic_process
GO_bp:go_response_to_cocaine             SET      49      0.23831     0.012193      0.13254     0.036104 GO_bp:go_response_to_cocaine
GO_bp:go_cell_chemotaxis                 SET     274    -0.083848    -0.010083     0.057001      0.92935 GO_bp:go_cell_chemotaxis
GO_bp:go_negative_regulation...346       SET      20     -0.10981   -0.0035924       0.1866       0.7219 GO_bp:go_negative_regulation_of_intrinsic_apoptotic_signaling_pathway_by_p53_class_mediator
GO_bp:go_ribonucleotide_cata...          SET      27      0.19608    0.0074517      0.17192      0.12704 GO_bp:go_ribonucleotide_catabolic_process
GO_bp:go_positive_regulation...517       SET       8    -0.071741   -0.0014848      0.30903      0.59179 GO_bp:go_positive_regulation_of_mitotic_sister_chromatid_separation
GO_bp:go_dna_templated_trans...3         SET      71     0.034109    0.0020996     0.088523         0.35 GO_bp:go_dna_templated_transcription_termination
GO_bp:go_negative_regulation...329       SET      28     0.078325    0.0030311       0.1608       0.3131 GO_bp:go_negative_regulation_of_interleukin_1_production
GO_bp:go_positive_regulation...102       SET      62    -0.023145   -0.0013316      0.11186      0.58196 GO_bp:go_positive_regulation_of_cation_channel_activity
GO_bp:go_regulation_of_prost...2         SET      10     -0.53669    -0.012418      0.25565       0.9821 GO_bp:go_regulation_of_prostaglandin_secretion
GO_bp:go_regulation_of_podos...          SET      14      -0.3151   -0.0086258      0.21188       0.9315 GO_bp:go_regulation_of_podosome_assembly
GO_bp:go_cardiac_left_ventri...          SET      14     0.094591    0.0025894      0.27599       0.3659 GO_bp:go_cardiac_left_ventricle_morphogenesis
GO_bp:go_negative_regulation...640       SET      33     0.071792    0.0030158      0.17247      0.33861 GO_bp:go_negative_regulation_of_striated_muscle_cell_differentiation
GO_bp:go_response_to_amine               SET      42   -0.0052164  -0.00024715      0.13483      0.51543 GO_bp:go_response_to_amine
GO_bp:go_regulation_of_organ...5         SET      53      -0.1368   -0.0072786      0.11858      0.87567 GO_bp:go_regulation_of_organic_acid_transport
GO_bp:go_regulation_of_dna_d...4         SET      47    -0.027462   -0.0013762      0.11835      0.59174 GO_bp:go_regulation_of_dna_dependent_dna_replication
GO_bp:go_protein_homotetrame...          SET      81    -0.074395   -0.0048898     0.093254      0.78749 GO_bp:go_protein_homotetramerization
GO_bp:go_heart_trabecula_mor...          SET      34     0.072702    0.0030999      0.16659      0.33127 GO_bp:go_heart_trabecula_morphogenesis
GO_bp:go_respiratory_chain_c...          SET      24     -0.24881   -0.0089156       0.1685      0.93011 GO_bp:go_respiratory_chain_complex_iv_assembly
GO_bp:go_vesicle_localization            SET     289   -0.0070271  -0.00086754     0.050527       0.5553 GO_bp:go_vesicle_localization
GO_bp:go_positive_regulation...437       SET      28    -0.089677   -0.0034704      0.15139      0.72319 GO_bp:go_positive_regulation_of_leukocyte_apoptotic_process
GO_bp:go_positive_regulation...123       SET       9     0.076868    0.0016874       0.2704       0.3881 GO_bp:go_positive_regulation_of_cell_fate_commitment
GO_bp:go_forebrain_morphogen...          SET      12      0.18496    0.0046879      0.26205      0.24016 GO_bp:go_forebrain_morphogenesis
GO_bp:go_telomere_capping                SET      51     -0.12574   -0.0065632       0.1111      0.87112 GO_bp:go_telomere_capping
GO_bp:go_prostate_gland_morp...          SET      26     -0.35724    -0.013323      0.20501      0.95928 GO_bp:go_prostate_gland_morphogenesis
GO_bp:go_negative_regulation...43        SET      39     0.060984    0.0027845      0.13878      0.33018 GO_bp:go_negative_regulation_of_axon_extension
GO_bp:go_positive_regulation...855       SET      72      0.17328      0.01074     0.097881     0.038348 GO_bp:go_positive_regulation_of_type_i_interferon_production
GO_bp:go_regulation_of_stres...          SET     220     0.051506    0.0055583     0.060004      0.19535 GO_bp:go_regulation_of_stress_activated_protein_kinase_signaling_cascade
GO_bp:go_myeloid_cell_develo...          SET      61      0.19552     0.011158      0.11663     0.046843 GO_bp:go_myeloid_cell_development
GO_bp:go_negative_regulation...357       SET     228      0.16585     0.018216     0.057697    0.0020263 GO_bp:go_negative_regulation_of_kinase_activity
GO_bp:go_regulation_of_mitoc...4         SET      60    -0.089414   -0.0050609     0.099252      0.81617 GO_bp:go_regulation_of_mitochondrial_membrane_permeability_involved_in_apoptotic_process
GO_bp:go_intracellular_prote...2         SET    1089    -0.019331   -0.0045308     0.026102      0.77053 GO_bp:go_intracellular_protein_transport
GO_bp:go_regulation_of_histo...2         SET      23      0.26964    0.0094588       0.1676     0.053833 GO_bp:go_regulation_of_histone_deacetylation
GO_bp:go_regulation_of_phosp...1         SET     160    -0.086812   -0.0080024     0.066445       0.9043 GO_bp:go_regulation_of_phosphatase_activity
GO_bp:go_neurotransmitter_up...          SET      40     -0.17605   -0.0081405      0.13821      0.89863 GO_bp:go_neurotransmitter_uptake
GO_bp:go_microtubule_anchori...1         SET      24      0.24139    0.0086497      0.16791     0.075278 GO_bp:go_microtubule_anchoring
GO_bp:go_cell_division                   SET     566    0.0024115   0.00041349     0.035828      0.47317 GO_bp:go_cell_division
GO_bp:go_regulation_of_mrna_...3         SET     187     0.085734    0.0085376     0.065391     0.094923 GO_bp:go_regulation_of_mrna_catabolic_process
GO_bp:go_intermediate_filame...3         SET      20     0.016427    0.0005374        0.193      0.46608 GO_bp:go_intermediate_filament_organization
GO_bp:go_negative_regulation...108       SET      17      0.11458     0.003456      0.24467      0.31979 GO_bp:go_negative_regulation_of_cell_division
GO_bp:go_cellular_response_t...116       SET      74     0.029773    0.0018708      0.10606      0.38946 GO_bp:go_cellular_response_to_uv
GO_bp:go_regulation_of_nucle...2         SET     197     0.023623    0.0024139     0.062871      0.35356 GO_bp:go_regulation_of_nuclear_division
GO_bp:go_response_to_acid_ch...          SET     322    -0.055491   -0.0072248     0.051289      0.86035 GO_bp:go_response_to_acid_chemical
GO_bp:go_response_to_prostag...3         SET      21     -0.14975   -0.0050199      0.20115      0.77171 GO_bp:go_response_to_prostaglandin_e
GO_bp:go_positive_regulation...262       SET      46     0.080568    0.0039944      0.14252      0.28594 GO_bp:go_positive_regulation_of_epithelial_to_mesenchymal_transition
GO_bp:go_response_to_steroid...          SET     373     0.033053    0.0046253     0.046401      0.23813 GO_bp:go_response_to_steroid_hormone
GO_bp:go_positive_regulation...726       SET      31     0.082105     0.003343      0.14626      0.28728 GO_bp:go_positive_regulation_of_rna_splicing
GO_bp:go_response_to_immobil...          SET      24     0.028965    0.0010379       0.1732      0.43359 GO_bp:go_response_to_immobilization_stress
GO_bp:go_response_to_interle...9         SET      34     -0.13065   -0.0055707      0.14639      0.81393 GO_bp:go_response_to_interleukin_4
GO_bp:go_positive_regulation...428       SET      14     0.063554    0.0017398      0.28052      0.41039 GO_bp:go_positive_regulation_of_keratinocyte_differentiation
GO_bp:go_cardiac_chamber_mor...          SET     123     0.096475    0.0078052     0.084505      0.12681 GO_bp:go_cardiac_chamber_morphogenesis
GO_bp:go_regulation_of_carti...          SET      65     0.042146    0.0024826      0.11863      0.36119 GO_bp:go_regulation_of_cartilage_development
GO_bp:go_positive_regulation...409       SET      43     0.014808   0.00070988      0.13699      0.45696 GO_bp:go_positive_regulation_of_interleukin_8_production
GO_bp:go_regulation_of_defen...3         SET      66      0.11592    0.0068802      0.10447      0.13361 GO_bp:go_regulation_of_defense_response_to_virus
GO_bp:go_response_to_peptide             SET     462    -0.023907   -0.0037141       0.0421      0.71493 GO_bp:go_response_to_peptide
GO_bp:go_dna_dependent_dna_r...1         SET     138     -0.10694   -0.0091603     0.072703      0.92933 GO_bp:go_dna_dependent_dna_replication
GO_bp:go_regulation_of_skele...3         SET      19      0.15141    0.0048278      0.21792       0.2436 GO_bp:go_regulation_of_skeletal_muscle_cell_differentiation
GO_bp:go_positive_regulation...146       SET     132     0.086371    0.0072371     0.076348      0.12898 GO_bp:go_positive_regulation_of_cellular_protein_catabolic_process
GO_bp:go_sterol_homeostasis              SET      76     -0.15156   -0.0096508      0.10252      0.93034 GO_bp:go_sterol_homeostasis
GO_bp:go_embryonic_axis_spec...          SET      31      0.15839     0.006449      0.18184      0.19188 GO_bp:go_embryonic_axis_specification
GO_bp:go_regulation_of_leuko...2         SET      83    -0.032501   -0.0021623     0.090065       0.6409 GO_bp:go_regulation_of_leukocyte_apoptotic_process
GO_bp:go_cellular_response_t...69        SET     575   0.00083136   0.00014364     0.038721      0.49144 GO_bp:go_cellular_response_to_lipid
GO_bp:go_lipoprotein_metabol...          SET      30     -0.24617   -0.0098604      0.16763      0.92901 GO_bp:go_lipoprotein_metabolic_process
GO_bp:go_disruption_of_cells...          SET      14     -0.13998    -0.003832      0.22149      0.73631 GO_bp:go_disruption_of_cells_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_iron_coordination_e...          SET      12      0.09632    0.0024413      0.23098      0.33834 GO_bp:go_iron_coordination_entity_transport
GO_bp:go_phosphatidylcholine...2         SET      37     -0.17309   -0.0076982      0.13752      0.89591 GO_bp:go_phosphatidylcholine_biosynthetic_process
GO_bp:go_regulation_of_coagu...          SET      78      0.05176    0.0033388      0.10376      0.30895 GO_bp:go_regulation_of_coagulation
GO_bp:go_membrane_biogenesis             SET      31    -0.035455   -0.0014436      0.16097      0.58716 GO_bp:go_membrane_biogenesis
GO_bp:go_regulation_of_epide...3         SET      80    -0.059653   -0.0038967      0.10164      0.72137 GO_bp:go_regulation_of_epidermis_development
GO_bp:go_formation_of_primar...          SET     112      0.10692    0.0082568     0.084814      0.10373 GO_bp:go_formation_of_primary_germ_layer
GO_bp:go_negative_regulation...443       SET      47    -0.053546   -0.0026834      0.13931      0.64964 GO_bp:go_negative_regulation_of_muscle_cell_differentiation
GO_bp:go_energy_reserve_meta...          SET      77      0.11393    0.0073022       0.1065      0.14235 GO_bp:go_energy_reserve_metabolic_process
GO_bp:go_glycolipid_biosynth...          SET      60     -0.10491   -0.0059379      0.10829      0.83367 GO_bp:go_glycolipid_biosynthetic_process
GO_bp:go_regulation_of_actin...6         SET      27     0.077285    0.0029371      0.14434      0.29617 GO_bp:go_regulation_of_actin_nucleation
GO_bp:go_regulation_of_dendr...5         SET      11     -0.42023    -0.010198      0.30815      0.91366 GO_bp:go_regulation_of_dendritic_cell_differentiation
GO_bp:go_epithelial_cell_dev...          SET     188     -0.10591    -0.010575     0.067781      0.94092 GO_bp:go_epithelial_cell_development
GO_bp:go_negative_regulation...374       SET      64    -0.062602   -0.0036592      0.10951      0.71623 GO_bp:go_negative_regulation_of_lipid_metabolic_process
GO_bp:go_protein_localizatio...23        SET      17     0.020503   0.00061843      0.19934      0.45904 GO_bp:go_protein_localization_to_kinetochore
GO_bp:go_negative_regulation...242       SET      43     -0.15762   -0.0075562      0.13339      0.88132 GO_bp:go_negative_regulation_of_fat_cell_differentiation
GO_bp:go_photoperiodism                  SET      24      -0.1933   -0.0069263        0.169      0.87363 GO_bp:go_photoperiodism
GO_bp:go_alpha_amino_acid_bi...          SET      58      -0.0497    -0.002766      0.11527      0.66682 GO_bp:go_alpha_amino_acid_biosynthetic_process
GO_bp:go_mesenchymal_to_epit...1         SET      19     0.092023    0.0029343      0.23261       0.3462 GO_bp:go_mesenchymal_to_epithelial_transition
GO_bp:go_establishment_of_en...2         SET       9      -0.6997     -0.01536      0.30639       0.9888 GO_bp:go_establishment_of_endothelial_intestinal_barrier
GO_bp:go_salivary_gland_deve...          SET      35       0.1063    0.0045985      0.15963      0.25273 GO_bp:go_salivary_gland_development
GO_bp:go_cell_cycle_dna_repl...          SET      61    -0.056511   -0.0032251      0.10176      0.71066 GO_bp:go_cell_cycle_dna_replication
GO_bp:go_negative_regulation...680       SET      11      0.22512    0.0054629       0.2378      0.17192 GO_bp:go_negative_regulation_of_transcription_elongation_from_rna_polymerase_ii_promoter
GO_bp:go_chromosome_condensa...          SET      40     -0.14221   -0.0065757      0.11632      0.88925 GO_bp:go_chromosome_condensation
GO_bp:go_regulation_of_monoo...          SET      51    -0.079322   -0.0041403      0.12472       0.7376 GO_bp:go_regulation_of_monooxygenase_activity
GO_bp:go_sensory_perception_...4         SET     158     -0.16561    -0.015172     0.073588      0.98779 GO_bp:go_sensory_perception_of_mechanical_stimulus
GO_bp:go_establishment_of_ep...2         SET      27     -0.22615   -0.0085945      0.16869      0.90997 GO_bp:go_establishment_of_epithelial_cell_polarity
GO_bp:go_toll_like_receptor_...5         SET      20      0.10095    0.0033026      0.21415      0.31868 GO_bp:go_toll_like_receptor_9_signaling_pathway
GO_bp:go_embryonic_digit_mor...          SET      61     0.021189    0.0012092      0.12015      0.43001 GO_bp:go_embryonic_digit_morphogenesis
GO_bp:go_t_cell_activation_i...          SET      94     -0.19276    -0.013644     0.096992      0.97655 GO_bp:go_t_cell_activation_involved_in_immune_response
GO_bp:go_negative_regulation...368       SET      75    -0.025199    -0.001594      0.10201      0.59755 GO_bp:go_negative_regulation_of_leukocyte_proliferation
GO_bp:go_negative_regulation...264       SET      40      0.18187    0.0084095      0.15719      0.12365 GO_bp:go_negative_regulation_of_gliogenesis
GO_bp:go_regulation_of_antig...2         SET       5     0.025058   0.00041003      0.36944      0.47296 GO_bp:go_regulation_of_antigen_processing_and_presentation_of_peptide_antigen
GO_bp:go_regulation_of_neuro...12        SET      49     0.033961    0.0017376      0.12669      0.39433 GO_bp:go_regulation_of_neuronal_synaptic_plasticity
GO_bp:go_regulation_of_phosp...10        SET      43    -0.025233   -0.0012096      0.13768       0.5727 GO_bp:go_regulation_of_phospholipase_c_activity
GO_bp:go_regulation_of_devel...2         SET     298     0.038868    0.0048714     0.054267      0.23693 GO_bp:go_regulation_of_developmental_growth
GO_bp:go_membrane_disassembly            SET      16      0.11764    0.0034424      0.24468      0.31534 GO_bp:go_membrane_disassembly
GO_bp:go_regulation_of_synap...10        SET      66      0.15219    0.0090333      0.11701     0.096697 GO_bp:go_regulation_of_synaptic_transmission_glutamatergic
GO_bp:go_activation_of_phosp...1         SET      29     -0.17377   -0.0068435      0.17146      0.84456 GO_bp:go_activation_of_phospholipase_c_activity
GO_bp:go_negative_regulation...55        SET      22     0.073069    0.0025069      0.17623      0.33921 GO_bp:go_negative_regulation_of_biomineral_tissue_development
GO_bp:go_cellular_response_t...36        SET     317     0.025384    0.0032796      0.04909      0.30255 GO_bp:go_cellular_response_to_external_stimulus
GO_bp:go_nadp_metabolic_proc...          SET      11     -0.14086   -0.0034182       0.3099      0.67527 GO_bp:go_nadp_metabolic_process
GO_bp:go_positive_regulation...527       SET      27      0.31516     0.011977      0.15622     0.021836 GO_bp:go_positive_regulation_of_mrna_processing
GO_bp:go_epithelial_tube_bra...          SET      29     0.064165     0.002527      0.17471      0.35672 GO_bp:go_epithelial_tube_branching_involved_in_lung_morphogenesis
GO_bp:go_detection_of_mechan...2         SET      28     -0.34207    -0.013238      0.18623      0.96687 GO_bp:go_detection_of_mechanical_stimulus_involved_in_sensory_perception
GO_bp:go_regulation_of_cell_...7         SET      15      -0.2339   -0.0066275       0.2275      0.84804 GO_bp:go_regulation_of_cell_cell_adhesion_mediated_by_cadherin
GO_bp:go_metanephric_epithel...          SET      26     0.051446    0.0019186      0.18493      0.39044 GO_bp:go_metanephric_epithelium_development
GO_bp:go_regulation_of_smoot...2         SET      30     -0.18382   -0.0073628      0.16211      0.87158 GO_bp:go_regulation_of_smooth_muscle_cell_differentiation
GO_bp:go_fatty_acid_beta_oxi...1         SET      71     0.015599   0.00096019      0.10363      0.44017 GO_bp:go_fatty_acid_beta_oxidation
GO_bp:go_actin_filament_base...2         SET     693    -0.049965   -0.0094466     0.034507      0.92618 GO_bp:go_actin_filament_based_process
GO_bp:go_response_to_fluid_s...          SET      32      0.16391    0.0067804      0.16108      0.15445 GO_bp:go_response_to_fluid_shear_stress
GO_bp:go_negative_regulation...444       SET      25    -0.098918   -0.0036175      0.18436      0.70421 GO_bp:go_negative_regulation_of_muscle_contraction
GO_bp:go_transition_metal_io...2         SET     112     0.063684    0.0049179      0.08024       0.2137 GO_bp:go_transition_metal_ion_transport
GO_bp:go_positive_regulation...535       SET      85    -0.039102   -0.0026325      0.10122      0.65036 GO_bp:go_positive_regulation_of_muscle_cell_differentiation
GO_bp:go_regulation_of_adapt...          SET     152     -0.14541    -0.013067     0.073786      0.97561 GO_bp:go_regulation_of_adaptive_immune_response
GO_bp:go_phosphatidylinosito...4         SET     107     0.021964    0.0016581     0.084754      0.39776 GO_bp:go_phosphatidylinositol_biosynthetic_process
GO_bp:go_positive_regulation...449       SET      36      0.10747    0.0047148      0.14744      0.23304 GO_bp:go_positive_regulation_of_lipid_kinase_activity
GO_bp:go_response_to_cortico...1         SET     157    -0.033235    -0.003035     0.071747      0.67839 GO_bp:go_response_to_corticosteroid
GO_bp:go_positive_regulation...440       SET      21     0.031842    0.0010674      0.18179      0.43048 GO_bp:go_positive_regulation_of_leukocyte_degranulation
GO_bp:go_sodium_ion_transmem...          SET     132      0.12111     0.010148     0.079739     0.064415 GO_bp:go_sodium_ion_transmembrane_transport
GO_bp:go_negative_regulation...60        SET      30     0.050594    0.0020266      0.15748      0.37401 GO_bp:go_negative_regulation_of_blood_vessel_endothelial_cell_migration
GO_bp:go_cell_projection_ass...          SET     525    0.0061841    0.0010224     0.037995      0.43536 GO_bp:go_cell_projection_assembly
GO_bp:go_glucocorticoid_meta...          SET      23     -0.11141   -0.0039083      0.17958       0.7325 GO_bp:go_glucocorticoid_metabolic_process
GO_bp:go_protein_maturation              SET     264     0.026714    0.0031543     0.054782      0.31291 GO_bp:go_protein_maturation
GO_bp:go_skeletal_muscle_ada...          SET      27    -0.072528   -0.0027563       0.1613      0.67352 GO_bp:go_skeletal_muscle_adaptation
GO_bp:go_protein_n_linked_gl...          SET      73     -0.17237    -0.010758     0.096557      0.96287 GO_bp:go_protein_n_linked_glycosylation
GO_bp:go_anaphase_promoting_...          SET      80    -0.030264   -0.0019769      0.10033      0.61854 GO_bp:go_anaphase_promoting_complex_dependent_catabolic_process
GO_bp:go_hindlimb_morphogene...          SET      35     -0.13517   -0.0058473       0.1729      0.78282 GO_bp:go_hindlimb_morphogenesis
GO_bp:go_loop_of_henle_devel...          SET      10     -0.44421    -0.010278      0.33039       0.9106 GO_bp:go_loop_of_henle_development
GO_bp:go_vesicle_organization            SET     308     0.032312     0.004116      0.04952      0.25704 GO_bp:go_vesicle_organization
GO_bp:go_keratinocyte_prolif...          SET      37     -0.24838    -0.011047      0.14927      0.95193 GO_bp:go_keratinocyte_proliferation
GO_bp:go_macrophage_activati...2         SET      12     -0.20414    -0.005174      0.27842      0.76828 GO_bp:go_macrophage_activation_involved_in_immune_response
GO_bp:go_positive_regulation...63        SET     173     0.090198    0.0086427     0.065442     0.084068 GO_bp:go_positive_regulation_of_binding
GO_bp:go_smooth_muscle_cell_...3         SET      55     0.073023    0.0039578      0.12529      0.28001 GO_bp:go_smooth_muscle_cell_differentiation
GO_bp:go_male_genitalia_deve...          SET      20    -0.079129   -0.0025886      0.22599      0.63688 GO_bp:go_male_genitalia_development
GO_bp:go_regulation_of_hydro...3         SET    1174    -0.010837   -0.0026309     0.027109      0.65534 GO_bp:go_regulation_of_hydrolase_activity
GO_bp:go_endocardial_cushion...1         SET      43      0.27733     0.013295      0.14566     0.028468 GO_bp:go_endocardial_cushion_development
GO_bp:go_negative_regulation...230       SET      51     0.014668    0.0007656      0.12358      0.45276 GO_bp:go_negative_regulation_of_erbb_signaling_pathway
GO_bp:go_response_to_dietary...          SET      22     -0.25997   -0.0089193      0.19196      0.91217 GO_bp:go_response_to_dietary_excess
GO_bp:go_regulation_of_meiot...2         SET      29      0.27757     0.010932       0.1604     0.041786 GO_bp:go_regulation_of_meiotic_nuclear_division
GO_bp:go_branch_elongation_o...          SET      21    -0.096187   -0.0032243      0.20997      0.67656 GO_bp:go_branch_elongation_of_an_epithelium
GO_bp:go_positive_regulation...140       SET     128      0.17025     0.014049     0.075062     0.011666 GO_bp:go_positive_regulation_of_cellular_amide_metabolic_process
GO_bp:go_positive_regulation...863       SET      13      0.11913    0.0031426      0.23559      0.30655 GO_bp:go_positive_regulation_of_vacuole_organization
GO_bp:go_negative_regulation...524       SET      17     0.038817    0.0011708      0.22013      0.43002 GO_bp:go_negative_regulation_of_platelet_activation
GO_bp:go_glutamine_family_am...2         SET      26    -0.086631   -0.0032308      0.17271      0.69202 GO_bp:go_glutamine_family_amino_acid_catabolic_process
GO_bp:go_embryonic_skeletal_...3         SET     125      0.13719     0.011188     0.090524     0.064835 GO_bp:go_embryonic_skeletal_system_development
GO_bp:go_neuron_maturation               SET      46    -0.011108  -0.00055072       0.1407      0.53146 GO_bp:go_neuron_maturation
GO_bp:go_thymic_t_cell_selec...          SET      21     -0.28546    -0.009569      0.20617       0.9169 GO_bp:go_thymic_t_cell_selection
GO_bp:go_cellular_response_t...12        SET     221    -0.064249    -0.006949     0.061822      0.85065 GO_bp:go_cellular_response_to_biotic_stimulus
GO_bp:go_coenzyme_a_metaboli...          SET       5     -0.76457    -0.012511      0.44198      0.95817 GO_bp:go_coenzyme_a_metabolic_process
GO_bp:go_protein_localizatio...13        SET      49    -0.023564   -0.0012057      0.11883      0.57859 GO_bp:go_protein_localization_to_cilium
GO_bp:go_rna_stabilization               SET      43      0.15905    0.0076245      0.15189      0.14752 GO_bp:go_rna_stabilization
GO_bp:go_regulation_of_cell_...32        SET     269     0.049853    0.0059411      0.05527      0.18354 GO_bp:go_regulation_of_cell_morphogenesis_involved_in_differentiation
GO_bp:go_regulation_of_prote...22        SET      19      0.14896    0.0047497      0.18378      0.20883 GO_bp:go_regulation_of_protein_homodimerization_activity
GO_bp:go_regulation_of_heter...          SET      24      0.12987    0.0046537      0.19746      0.25536 GO_bp:go_regulation_of_heterotypic_cell_cell_adhesion
GO_bp:go_positive_regulation...690       SET      47    -0.079602   -0.0039891      0.12999      0.72985 GO_bp:go_positive_regulation_of_reactive_oxygen_species_biosynthetic_process
GO_bp:go_alpha_amino_acid_me...          SET     156    -0.043101   -0.0039235     0.069042      0.73377 GO_bp:go_alpha_amino_acid_metabolic_process
GO_bp:go_mitochondrial_dna_m...          SET      11      -0.1117   -0.0027107      0.21005      0.70256 GO_bp:go_mitochondrial_dna_metabolic_process
GO_bp:go_adult_behavior                  SET     136      0.10942    0.0093054     0.078261     0.081041 GO_bp:go_adult_behavior
GO_bp:go_retinal_ganglion_ce...          SET      21       0.3008     0.010083      0.20854     0.074604 GO_bp:go_retinal_ganglion_cell_axon_guidance
GO_bp:go_spindle_localization            SET      42    0.0014297   6.7736e-05      0.13419      0.49575 GO_bp:go_spindle_localization
GO_bp:go_hydrogen_peroxide_c...          SET      28     -0.33213    -0.012853      0.17441      0.97155 GO_bp:go_hydrogen_peroxide_catabolic_process
GO_bp:go_cellular_response_t...85        SET     518     0.074097      0.01217     0.039843      0.03147 GO_bp:go_cellular_response_to_organic_cyclic_compound
GO_bp:go_positive_regulation...194       SET      52     -0.22975    -0.012109      0.12201      0.97015 GO_bp:go_positive_regulation_of_cytokine_production_involved_in_immune_response
GO_bp:go_regulation_of_prote...53        SET      18      0.35351     0.010972      0.22753      0.06014 GO_bp:go_regulation_of_protein_sumoylation
GO_bp:go_response_to_endopla...          SET     263     0.069388    0.0081777     0.052161     0.091725 GO_bp:go_response_to_endoplasmic_reticulum_stress
GO_bp:go_cellular_response_t...68        SET     116      0.12895     0.010133     0.082773      0.05964 GO_bp:go_cellular_response_to_light_stimulus
GO_bp:go_positive_regulation...3         SET      17    -0.024145   -0.0007283      0.23788      0.54042 GO_bp:go_positive_regulation_by_host_of_viral_transcription
GO_bp:go_negative_regulation...633       SET      20     -0.26764   -0.0087555      0.19237      0.91792 GO_bp:go_negative_regulation_of_stem_cell_differentiation
GO_bp:go_negative_regulation...532       SET      34     -0.20488   -0.0087358      0.15355      0.90894 GO_bp:go_negative_regulation_of_production_of_molecular_mediator_of_immune_response
GO_bp:go_sphingolipid_mediat...          SET      11    -0.082926   -0.0020124      0.29432      0.61093 GO_bp:go_sphingolipid_mediated_signaling_pathway
GO_bp:go_synaptic_vesicle_cy...2         SET      18     -0.15184   -0.0047127      0.18157       0.7985 GO_bp:go_synaptic_vesicle_cytoskeletal_transport
GO_bp:go_lung_cell_different...          SET      23      0.30966     0.010863      0.20281     0.063405 GO_bp:go_lung_cell_differentiation
GO_bp:go_platelet_activation             SET     145     0.044855    0.0039378     0.075428      0.27603 GO_bp:go_platelet_activation
GO_bp:go_cytoskeleton_organi...          SET    1214    -0.017519   -0.0043199     0.026034       0.7495 GO_bp:go_cytoskeleton_organization
GO_bp:go_nucleotide_binding_...1         SET      31      0.26789     0.010908       0.1629     0.050038 GO_bp:go_nucleotide_binding_domain_leucine_rich_repeat_containing_receptor_signaling_pathway
GO_bp:go_transcription_coupl...          SET      70     0.080023     0.004891     0.091047      0.18973 GO_bp:go_transcription_coupled_nucleotide_excision_repair
GO_bp:go_membrane_depolariza...2         SET      36      0.28826     0.012646      0.16038     0.036149 GO_bp:go_membrane_depolarization_during_action_potential
GO_bp:go_maturation_of_ssu_r...1         SET      43      0.19363    0.0092821       0.1351     0.075911 GO_bp:go_maturation_of_ssu_rrna
GO_bp:go_response_to_wounding            SET     617    -0.043868   -0.0078423     0.036802      0.88336 GO_bp:go_response_to_wounding
GO_bp:go_non_canonical_wnt_s...1         SET     146     0.098806    0.0087038     0.075529     0.095415 GO_bp:go_non_canonical_wnt_signaling_pathway
GO_bp:go_renal_system_proces...1         SET      14      0.19912    0.0054509      0.23595      0.19936 GO_bp:go_renal_system_process_involved_in_regulation_of_blood_volume
GO_bp:go_negative_regulation...366       SET      47      -0.2298    -0.011516      0.13043      0.96094 GO_bp:go_negative_regulation_of_leukocyte_mediated_immunity
GO_bp:go_positive_regulation...186       SET      18       0.6349     0.019705      0.21415    0.0015165 GO_bp:go_positive_regulation_of_creb_transcription_factor_activity
GO_bp:go_negative_regulation...111       SET     171     0.047569    0.0045319     0.067241      0.23965 GO_bp:go_negative_regulation_of_cell_growth
GO_bp:go_modified_amino_acid...          SET      22      0.21548     0.007393      0.20753      0.14957 GO_bp:go_modified_amino_acid_transport
GO_bp:go_cgmp_biosynthetic_p...          SET       9    -0.060679    -0.001332      0.27589      0.58704 GO_bp:go_cgmp_biosynthetic_process
GO_bp:go_alternative_mrna_sp...          SET      67      0.13716    0.0082021      0.10415      0.09395 GO_bp:go_alternative_mrna_splicing_via_spliceosome
