# MEAN_SAMPLE_SIZE = 54162
# TOTAL_GENES = 18644
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_intrinsic_apoptotic...9         SET      41      -0.1562   -0.0073169      0.12866      0.88762 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_oxidative_stress
GO_bp:go_activation_of_cyste...3         SET       7     0.092843    0.0017987      0.34772      0.39473 GO_bp:go_activation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_process_by_cytochrome_c
GO_bp:go_pentose_phosphate_s...2         SET       7      0.55874     0.010825      0.35451      0.05751 GO_bp:go_pentose_phosphate_shunt_non_oxidative_branch
GO_bp:go_serine_family_amino...2         SET      10     -0.05856   -0.0013559      0.26726      0.58672 GO_bp:go_serine_family_amino_acid_catabolic_process
GO_bp:go_pyruvate_family_ami...          SET       5      0.41817    0.0068473      0.35271       0.1179 GO_bp:go_pyruvate_family_amino_acid_metabolic_process
GO_bp:go_branched_chain_amin...1         SET      18     -0.08356   -0.0025952       0.1979      0.66357 GO_bp:go_branched_chain_amino_acid_catabolic_process
GO_bp:go_homoserine_metaboli...          SET       4      -0.4344   -0.0063623      0.43981      0.83835 GO_bp:go_homoserine_metabolic_process
GO_bp:go_glycoprotein_biosyn...          SET     322      0.01376    0.0017927     0.049811      0.39118 GO_bp:go_glycoprotein_biosynthetic_process
GO_bp:go_vitamin_catabolic_p...          SET      12     -0.21627   -0.0054852      0.30269      0.76253 GO_bp:go_vitamin_catabolic_process
GO_bp:go_nucleoside_metaboli...          SET      46     -0.27266    -0.013527      0.12128      0.98771 GO_bp:go_nucleoside_metabolic_process
GO_bp:go_nucleoside_monophos...2         SET       5       0.1917     0.003139      0.40536      0.31814 GO_bp:go_nucleoside_monophosphate_catabolic_process
GO_bp:go_purine_nucleoside_m...3         SET      19    -0.078502   -0.0025048      0.18439      0.66485 GO_bp:go_purine_nucleoside_monophosphate_metabolic_process
GO_bp:go_pyrimidine_nucleosi...4         SET      15     -0.24183   -0.0068569      0.23164      0.85175 GO_bp:go_pyrimidine_nucleoside_monophosphate_biosynthetic_process
GO_bp:go_nucleoside_diphosph...1         SET       8   -0.0019597  -4.0586e-05      0.30756      0.50254 GO_bp:go_nucleoside_diphosphate_biosynthetic_process
GO_bp:go_nucleoside_diphosph...2         SET       7     -0.63334     -0.01227      0.30003       0.9826 GO_bp:go_nucleoside_diphosphate_catabolic_process
GO_bp:go_purine_nucleoside_d...2         SET       9      -0.3157   -0.0069348      0.32642      0.83326 GO_bp:go_purine_nucleoside_diphosphate_metabolic_process
GO_bp:go_purine_nucleoside_d...1         SET       6     -0.24092   -0.0043214      0.34247      0.75912 GO_bp:go_purine_nucleoside_diphosphate_biosynthetic_process
GO_bp:go_purine_nucleoside_t...          SET       6      0.42614    0.0076436      0.31288     0.086615 GO_bp:go_purine_nucleoside_triphosphate_catabolic_process
GO_bp:go_purine_deoxyribonuc...2         SET       6       0.2599    0.0046618      0.31293      0.20312 GO_bp:go_purine_deoxyribonucleotide_catabolic_process
GO_bp:go_ribonucleoside_mono...          SET      29        0.205    0.0080791      0.16081       0.1012 GO_bp:go_ribonucleoside_monophosphate_biosynthetic_process
GO_bp:go_deoxyribonucleoside...1         SET      10     -0.11536    -0.002671      0.24796      0.67911 GO_bp:go_deoxyribonucleoside_monophosphate_biosynthetic_process
GO_bp:go_nucleoside_cataboli...          SET      31     -0.13834   -0.0056367      0.17894      0.78027 GO_bp:go_nucleoside_catabolic_process
GO_bp:go_pyrimidine_deoxyrib...1         SET       6     -0.56452    -0.010126      0.31587      0.96304 GO_bp:go_pyrimidine_deoxyribonucleoside_monophosphate_biosynthetic_process
GO_bp:go_deoxyribonucleoside...2         SET       6      0.27118    0.0048641      0.37981      0.23763 GO_bp:go_deoxyribonucleoside_triphosphate_biosynthetic_process
GO_bp:go_deoxyribonucleoside...3         SET       8      0.21752    0.0045051      0.26906      0.20942 GO_bp:go_deoxyribonucleoside_triphosphate_catabolic_process
GO_bp:go_pyrimidine_ribonucl...2         SET      13     -0.13488   -0.0035605      0.21907      0.73095 GO_bp:go_pyrimidine_ribonucleoside_triphosphate_biosynthetic_process
GO_bp:go_purine_deoxyribonuc...1         SET       5      0.54446    0.0089153      0.34094      0.05515 GO_bp:go_purine_deoxyribonucleoside_triphosphate_catabolic_process
GO_bp:go_pyrimidine_ribonucl...3         SET      19    -0.063621     -0.00203      0.19327      0.62899 GO_bp:go_pyrimidine_ribonucleotide_biosynthetic_process
GO_bp:go_pyrimidine_deoxyrib...2         SET       9     -0.30277   -0.0066507      0.27787      0.86205 GO_bp:go_pyrimidine_deoxyribonucleotide_biosynthetic_process
GO_bp:go_isopentenyl_diphosp...          SET       5      0.17825    0.0029187      0.33202      0.29569 GO_bp:go_isopentenyl_diphosphate_biosynthetic_process
GO_bp:go_protein_lipoylation             SET       7      0.15806    0.0030621      0.33134      0.31668 GO_bp:go_protein_lipoylation
GO_bp:go_glucan_catabolic_pr...          SET      21      0.16012     0.005371       0.2278      0.24106 GO_bp:go_glucan_catabolic_process
GO_bp:go_peptidoglycan_catab...          SET       6      -0.1319   -0.0023658      0.36716      0.64029 GO_bp:go_peptidoglycan_catabolic_process
GO_bp:go_snrna_transcription             SET      71      0.06197     0.003817      0.10037      0.26849 GO_bp:go_snrna_transcription
GO_bp:go_trna_transcription              SET       7      0.24145    0.0046777      0.26988       0.1855 GO_bp:go_trna_transcription
GO_bp:go_toxin_biosynthetic_...          SET       5     -0.18901    -0.003095      0.37995      0.69056 GO_bp:go_toxin_biosynthetic_process
GO_bp:go_putrescine_biosynth...          SET       5     -0.19939   -0.0032648      0.38527       0.6976 GO_bp:go_putrescine_biosynthetic_process
GO_bp:go_detection_of_virus              SET       6      0.20851    0.0037399      0.31472      0.25383 GO_bp:go_detection_of_virus
GO_bp:go_response_to_herbici...          SET      12     -0.29552   -0.0074952       0.2147      0.91565 GO_bp:go_response_to_herbicide
GO_bp:go_response_to_light_i...          SET      11      0.17699     0.004298      0.27721      0.26159 GO_bp:go_response_to_light_intensity
GO_bp:go_phenylpropanoid_met...          SET       7     -0.15733   -0.0030481      0.32136      0.68778 GO_bp:go_phenylpropanoid_metabolic_process
GO_bp:go_response_to_fructose            SET       8     0.010161   0.00021044      0.29408      0.48622 GO_bp:go_response_to_fructose
GO_bp:go_carbohydrate_mediat...          SET       8      0.02346   0.00048588      0.27181      0.46561 GO_bp:go_carbohydrate_mediated_signaling
GO_bp:go_abscission                      SET       6      0.42985    0.0077102      0.38265      0.13065 GO_bp:go_abscission
GO_bp:go_post_embryonic_anim...1         SET      11      0.13986    0.0033962      0.27656      0.30654 GO_bp:go_post_embryonic_animal_morphogenesis
GO_bp:go_animal_organ_morpho...          SET     993    -0.020602   -0.0046264     0.030248      0.75209 GO_bp:go_animal_organ_morphogenesis
GO_bp:go_negative_regulation...56        SET    1400     0.035726    0.0094155     0.024143     0.069477 GO_bp:go_negative_regulation_of_biosynthetic_process
GO_bp:go_auditory_receptor_c...2         SET       7     -0.30622   -0.0059326      0.35714      0.80439 GO_bp:go_auditory_receptor_cell_fate_commitment
GO_bp:go_negative_regulation...110       SET       6    -0.083828   -0.0015036      0.34813      0.59514 GO_bp:go_negative_regulation_of_cell_fate_specification
GO_bp:go_meiotic_chromosome_...1         SET       6     -0.53418   -0.0095816      0.29564       0.9646 GO_bp:go_meiotic_chromosome_condensation
GO_bp:go_response_to_iron_ii...1         SET       6     -0.20015     -0.00359      0.40454      0.68961 GO_bp:go_response_to_iron_ii_ion
GO_bp:go_response_to_iron_ii...2         SET       4    -0.023087  -0.00033813       0.3977      0.52315 GO_bp:go_response_to_iron_iii_ion
GO_bp:go_response_to_aluminu...          SET       4     -0.15735   -0.0023046      0.35878      0.66951 GO_bp:go_response_to_aluminum_ion
GO_bp:go_response_to_mycotox...          SET       7      0.37067    0.0071813      0.36357      0.15398 GO_bp:go_response_to_mycotoxin
GO_bp:go_specification_of_an...          SET      33    -0.082354   -0.0034618      0.16121      0.69527 GO_bp:go_specification_of_animal_organ_identity
GO_bp:go_pyrimidine_ribonucl...4         SET       5     0.050682    0.0008299      0.43347      0.45346 GO_bp:go_pyrimidine_ribonucleotide_salvage
GO_bp:go_embryonic_body_morp...          SET      11     -0.10849   -0.0026346      0.27062      0.65575 GO_bp:go_embryonic_body_morphogenesis
GO_bp:go_sugar_mediated_sign...          SET       6     0.016353   0.00029332      0.29168      0.47765 GO_bp:go_sugar_mediated_signaling_pathway
GO_bp:go_maintenance_of_dna_...1         SET       5      0.02512   0.00041133      0.54742       0.4817 GO_bp:go_maintenance_of_dna_methylation
GO_bp:go_nadh_dehydrogenase_...          SET      56      -0.1098   -0.0060087      0.12029      0.81931 GO_bp:go_nadh_dehydrogenase_complex_assembly
GO_bp:go_scf_complex_assembly            SET       6     0.063114    0.0011321      0.35547      0.42954 GO_bp:go_scf_complex_assembly
GO_bp:go_response_to_seleniu...          SET      10      0.43886     0.010161      0.22885     0.027584 GO_bp:go_response_to_selenium_ion
GO_bp:go_heat_acclimation                SET       4      0.20598    0.0030168      0.43706      0.31872 GO_bp:go_heat_acclimation
GO_bp:go_regulation_of_anion...1         SET       9     0.095313    0.0020937      0.30779      0.37841 GO_bp:go_regulation_of_anion_channel_activity
GO_bp:go_cop9_signalosome_as...          SET       5      0.21482    0.0035176      0.34476      0.26661 GO_bp:go_cop9_signalosome_assembly
GO_bp:go_histone_h3_k36_meth...          SET      11     0.024403   0.00059258      0.30868      0.46849 GO_bp:go_histone_h3_k36_methylation
GO_bp:go_negative_regulation...109       SET      11     0.026814   0.00065113      0.28003      0.46186 GO_bp:go_negative_regulation_of_cell_fate_commitment
GO_bp:go_centriole_centriole...          SET      14      0.24413    0.0066874      0.23374      0.14815 GO_bp:go_centriole_centriole_cohesion
GO_bp:go_negative_regulation...282       SET      10     -0.13781   -0.0031909      0.27609      0.69116 GO_bp:go_negative_regulation_of_heart_rate
GO_bp:go_regulation_of_signa...2         SET     548    -0.056069   -0.0094706     0.039198      0.92369 GO_bp:go_regulation_of_signaling_receptor_activity
GO_bp:go_proteasomal_ubiquit...          SET      25     -0.15787   -0.0057774      0.16692      0.82787 GO_bp:go_proteasomal_ubiquitin_independent_protein_catabolic_process
GO_bp:go_regulation_of_phosp...5         SET       6      0.23841    0.0042764      0.35732      0.25232 GO_bp:go_regulation_of_phosphatidylinositol_biosynthetic_process
GO_bp:go_positive_regulation...625       SET       5      0.28111     0.004603      0.37931      0.22932 GO_bp:go_positive_regulation_of_phosphatidylinositol_biosynthetic_process
GO_bp:go_negative_regulation...516       SET       6     -0.54863   -0.0098408        0.419      0.90479 GO_bp:go_negative_regulation_of_phospholipase_activity
GO_bp:go_regulation_of_trans...30        SET      23      0.13236    0.0046463      0.18624      0.23863 GO_bp:go_regulation_of_transposition
GO_bp:go_regulation_of_activ...2         SET       9     -0.11179   -0.0024555      0.33133      0.63208 GO_bp:go_regulation_of_activation_of_janus_kinase_activity
GO_bp:go_positive_regulation...12        SET       7     -0.29905   -0.0057937      0.37543      0.78714 GO_bp:go_positive_regulation_of_activation_of_janus_kinase_activity
GO_bp:go_regulation_of_glyco...4         SET      37      0.48322     0.021506       0.1536   0.00082923 GO_bp:go_regulation_of_glycoprotein_biosynthetic_process
GO_bp:go_positive_regulation...324       SET      20      0.27762    0.0090881      0.20248     0.085182 GO_bp:go_positive_regulation_of_glycoprotein_biosynthetic_process
GO_bp:go_regulation_of_keton...          SET      15      0.19649    0.0055713      0.23785      0.20438 GO_bp:go_regulation_of_ketone_biosynthetic_process
GO_bp:go_positive_regulation...586       SET       5     -0.19747   -0.0032334      0.28817       0.7534 GO_bp:go_positive_regulation_of_nuclear_cell_cycle_dna_replication
GO_bp:go_positive_regulation...635       SET       5      0.53437      0.00875      0.46489      0.12519 GO_bp:go_positive_regulation_of_platelet_activation
GO_bp:go_vascular_endothelia...2         SET      32     -0.08483   -0.0035115      0.14921      0.71515 GO_bp:go_vascular_endothelial_growth_factor_production
GO_bp:go_mirna_metabolic_pro...          SET      21    -0.065795    -0.002207      0.18231      0.64091 GO_bp:go_mirna_metabolic_process
GO_bp:go_mirna_catabolic_pro...          SET      10       0.1565    0.0036236      0.27641      0.28564 GO_bp:go_mirna_catabolic_process
GO_bp:go_negative_regulation...358       SET       2      0.59573      0.00617      0.61446      0.16615 GO_bp:go_negative_regulation_of_lamellipodium_assembly
GO_bp:go_regulation_of_cytop...1         SET       9     -0.35775   -0.0078585      0.32718      0.86289 GO_bp:go_regulation_of_cytoplasmic_mrna_processing_body_assembly
GO_bp:go_positive_regulation...200       SET       6     -0.54052   -0.0096953      0.37226      0.92674 GO_bp:go_positive_regulation_of_cytoplasmic_mrna_processing_body_assembly
GO_bp:go_regulation_of_cardi...3         SET       9     -0.61481    -0.013505      0.33063      0.96851 GO_bp:go_regulation_of_cardiac_muscle_adaptation
GO_bp:go_positive_regulation...90        SET       2      -0.1833   -0.0018985      0.60992      0.61811 GO_bp:go_positive_regulation_of_cardiac_muscle_adaptation
GO_bp:go_negative_regulation...76        SET       6      -1.0014    -0.017963      0.42304      0.99103 GO_bp:go_negative_regulation_of_cardiac_muscle_adaptation
GO_bp:go_programmed_cell_dea...2         SET      12     -0.28793   -0.0073026      0.24921      0.87602 GO_bp:go_programmed_cell_death_involved_in_cell_development
GO_bp:go_negative_regulation...605       SET       6     0.031884    0.0005719      0.42051      0.46978 GO_bp:go_negative_regulation_of_schwann_cell_proliferation
GO_bp:go_regulation_of_mitoc...3         SET       9     -0.32538   -0.0071473        0.268      0.88763 GO_bp:go_regulation_of_mitochondrial_fusion
GO_bp:go_negative_regulation...421       SET       6     -0.29166   -0.0052315      0.30974       0.8268 GO_bp:go_negative_regulation_of_mitochondrial_fusion
GO_bp:go_positive_regulation...636       SET       5     -0.45871   -0.0075111      0.33243      0.91618 GO_bp:go_positive_regulation_of_platelet_derived_growth_factor_receptor_signaling_pathway
GO_bp:go_negative_regulation...526       SET      13       0.4141     0.010931      0.26369     0.058167 GO_bp:go_negative_regulation_of_platelet_derived_growth_factor_receptor_signaling_pathway
GO_bp:go_muscle_cell_apoptot...          SET      64      0.04866    0.0028462      0.10536      0.32209 GO_bp:go_muscle_cell_apoptotic_process
GO_bp:go_striated_muscle_cel...1         SET      35     -0.23047   -0.0099766      0.13926      0.95103 GO_bp:go_striated_muscle_cell_apoptotic_process
GO_bp:go_positive_regulation...769       SET      12     0.064088    0.0016254      0.25126      0.39934 GO_bp:go_positive_regulation_of_striated_muscle_cell_apoptotic_process
GO_bp:go_ectodermal_cell_dif...          SET       6      0.61544     0.011039      0.34199     0.035971 GO_bp:go_ectodermal_cell_differentiation
GO_bp:go_regulation_of_cellu...5         SET     108      0.21982     0.016682     0.081295    0.0034297 GO_bp:go_regulation_of_cellular_carbohydrate_metabolic_process
