# MEAN_SAMPLE_SIZE = 54162
# TOTAL_GENES = 18644
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_regulation_of_glyco...1         SET       6      0.77162     0.013841      0.46618      0.04895 GO_bp:go_regulation_of_glycogen_catabolic_process
GO_bp:go_disaccharide_metabo...          SET       6     -0.26057   -0.0046739      0.32381       0.7895 GO_bp:go_disaccharide_metabolic_process
GO_bp:go_fructose_catabolic_...          SET       5      0.53867    0.0088205      0.50625      0.14366 GO_bp:go_fructose_catabolic_process
GO_bp:go_fructose_6_phosphat...          SET       9    -0.027339  -0.00060055      0.39953      0.52728 GO_bp:go_fructose_6_phosphate_metabolic_process
GO_bp:go_fructose_2_6_bispho...          SET       4    -0.021891  -0.00032063      0.31943      0.52732 GO_bp:go_fructose_2_6_bisphosphate_metabolic_process
GO_bp:go_mannose_metabolic_p...          SET       8     -0.36195   -0.0074962      0.26981      0.91011 GO_bp:go_mannose_metabolic_process
GO_bp:go_5_phosphoribose_1_d...          SET       4     -0.21164   -0.0030998      0.49205      0.66645 GO_bp:go_5_phosphoribose_1_diphosphate_biosynthetic_process
GO_bp:go_udp_n_acetylglucosa...1         SET       9    -0.079851    -0.001754      0.31669      0.59953 GO_bp:go_udp_n_acetylglucosamine_biosynthetic_process
GO_bp:go_ethanol_oxidation               SET      11      0.35591    0.0086427      0.33267      0.14235 GO_bp:go_ethanol_oxidation
GO_bp:go_acetyl_coa_biosynth...2         SET      13    -0.034278  -0.00090485      0.19645      0.56926 GO_bp:go_acetyl_coa_biosynthetic_process_from_pyruvate
GO_bp:go_lactate_metabolic_p...          SET       6       0.2488    0.0044627      0.32606      0.22272 GO_bp:go_lactate_metabolic_process
GO_bp:go_glycolytic_process              SET     100     0.037819    0.0027624     0.088223      0.33408 GO_bp:go_glycolytic_process
GO_bp:go_tricarboxylic_acid_...1         SET      32     0.038734    0.0016034       0.1483      0.39697 GO_bp:go_tricarboxylic_acid_cycle
GO_bp:go_isocitrate_metaboli...          SET       4      0.50132    0.0073425       0.3988      0.10437 GO_bp:go_isocitrate_metabolic_process
GO_bp:go_succinyl_coa_metabo...          SET       6     0.033028   0.00059242      0.30185      0.45644 GO_bp:go_succinyl_coa_metabolic_process
GO_bp:go_succinate_metabolic...          SET       7     0.046352   0.00089801       0.3207      0.44254 GO_bp:go_succinate_metabolic_process
GO_bp:go_malate_metabolic_pr...          SET       8     -0.18094   -0.0037474      0.34931      0.69777 GO_bp:go_malate_metabolic_process
GO_bp:go_glycerol_biosynthet...          SET       5     -0.11887   -0.0019464      0.30595      0.65118 GO_bp:go_glycerol_biosynthetic_process
GO_bp:go_mitochondrial_elect...1         SET      46     -0.15517    -0.007698       0.1342       0.8762 GO_bp:go_mitochondrial_electron_transport_nadh_to_ubiquinone
GO_bp:go_purine_ribonucleosi...          SET       4     0.058476   0.00085645      0.49549      0.45303 GO_bp:go_purine_ribonucleoside_salvage
GO_bp:go_amp_biosynthetic_pr...          SET       5      0.88653     0.014516       0.3643    0.0074821 GO_bp:go_amp_biosynthetic_process
GO_bp:go_adp_biosynthetic_pr...          SET       5     0.056752   0.00092929      0.37213       0.4394 GO_bp:go_adp_biosynthetic_process
GO_bp:go_gtp_biosynthetic_pr...          SET      10     -0.22645   -0.0052432      0.24341      0.82389 GO_bp:go_gtp_biosynthetic_process
GO_bp:go_de_novo_imp_biosynt...          SET       6      0.12395    0.0022233       0.3002      0.33984 GO_bp:go_de_novo_imp_biosynthetic_process
GO_bp:go_camp_catabolic_proc...          SET       9     0.074694    0.0016408      0.28932      0.39814 GO_bp:go_camp_catabolic_process
GO_bp:go_de_novo_pyrimidine_...          SET       6     0.044654   0.00080096      0.44567       0.4601 GO_bp:go_de_novo_pyrimidine_nucleobase_biosynthetic_process
GO_bp:go_ump_biosynthetic_pr...          SET       9      0.13343    0.0029309      0.34062      0.34764 GO_bp:go_ump_biosynthetic_process
GO_bp:go_dump_biosynthetic_p...          SET       4     -0.48993   -0.0071756      0.49471      0.83899 GO_bp:go_dump_biosynthetic_process
GO_bp:go_utp_biosynthetic_pr...          SET       9      -0.3667   -0.0080552      0.26731      0.91494 GO_bp:go_utp_biosynthetic_process
GO_bp:go_mitochondrial_dna_r...2         SET      12     -0.11092   -0.0028132      0.21039      0.70097 GO_bp:go_mitochondrial_dna_replication
GO_bp:go_dna_topological_cha...          SET      10     0.080832    0.0018716      0.30232      0.39459 GO_bp:go_dna_topological_change
GO_bp:go_dna_unwinding_invol...          SET      10     0.062572    0.0014488      0.23989      0.39711 GO_bp:go_dna_unwinding_involved_in_dna_replication
GO_bp:go_dna_replication_syn...          SET       4     -0.37615   -0.0055092       0.4136      0.81844 GO_bp:go_dna_replication_synthesis_of_rna_primer
GO_bp:go_base_excision_repai...1         SET      10     0.058558    0.0013559      0.28406      0.41834 GO_bp:go_base_excision_repair_ap_site_formation
GO_bp:go_base_excision_repai...2         SET       5      0.17381     0.002846      0.36907      0.31885 GO_bp:go_base_excision_repair_gap_filling
GO_bp:go_pyrimidine_dimer_re...          SET       8      0.24376    0.0050485      0.32542      0.22691 GO_bp:go_pyrimidine_dimer_repair
GO_bp:go_dna_methylation                 SET      64     0.064376    0.0037654      0.11552      0.28867 GO_bp:go_dna_methylation
GO_bp:go_dna_dealkylation_in...          SET      10    -0.074209   -0.0017182      0.24173      0.62057 GO_bp:go_dna_dealkylation_involved_in_dna_repair
GO_bp:go_chromatin_silencing...2         SET       8      0.21281    0.0044075      0.25807      0.20479 GO_bp:go_chromatin_silencing_at_telomere
GO_bp:go_regulation_of_trans...3         SET      29     0.015786   0.00062213      0.14495      0.45664 GO_bp:go_regulation_of_transcription_by_rna_polymerase_i
GO_bp:go_regulation_of_trans...4         SET      21     0.022278   0.00074727      0.19325      0.45411 GO_bp:go_regulation_of_transcription_by_rna_polymerase_iii
GO_bp:go_transcription_by_rn...1         SET      58    -0.036168   -0.0020142      0.10933      0.62961 GO_bp:go_transcription_by_rna_polymerase_i
GO_bp:go_transcription_initi...1         SET      34    -0.052746   -0.0022505      0.14047      0.64635 GO_bp:go_transcription_initiation_from_rna_polymerase_i_promoter
GO_bp:go_transcription_elong...1         SET      29    -0.071836    -0.002831      0.15615      0.67725 GO_bp:go_transcription_elongation_from_rna_polymerase_i_promoter
GO_bp:go_termination_of_rna_...1         SET      30    -0.012866  -0.00051569      0.15189      0.53375 GO_bp:go_termination_of_rna_polymerase_i_transcription
GO_bp:go_adenosine_to_inosin...          SET       9      0.11149     0.002449      0.34952      0.37487 GO_bp:go_adenosine_to_inosine_editing
GO_bp:go_transcription_by_rn...2         SET      53      0.21699     0.011553      0.11119     0.025509 GO_bp:go_transcription_by_rna_polymerase_iii
GO_bp:go_transcription_initi...3         SET      13      0.32808    0.0086604      0.22704     0.074232 GO_bp:go_transcription_initiation_from_rna_polymerase_iii_promoter
GO_bp:go_mitochondrial_trans...1         SET      15     -0.32226   -0.0091372      0.19704      0.94902 GO_bp:go_mitochondrial_transcription
GO_bp:go_mrna_3_end_processi...2         SET       5      -0.2251   -0.0036859      0.25048      0.81558 GO_bp:go_mrna_3_end_processing_by_stem_loop_binding_and_cleavage
GO_bp:go_rna_export_from_nuc...          SET     129     0.067144    0.0055659     0.074006      0.18214 GO_bp:go_rna_export_from_nucleus
GO_bp:go_mrna_export_from_nu...          SET     103       0.1118    0.0082873     0.081368     0.084724 GO_bp:go_mrna_export_from_nucleus
GO_bp:go_regulation_of_trans...24        SET       9      0.20739    0.0045556       0.2309      0.18455 GO_bp:go_regulation_of_translational_termination
GO_bp:go_translational_readt...          SET       9     -0.31954   -0.0070191      0.26472       0.8863 GO_bp:go_translational_readthrough
GO_bp:go_protein_sulfation               SET       8      0.17866    0.0037002      0.34182       0.3006 GO_bp:go_protein_sulfation
GO_bp:go_protein_methylation             SET     170    -0.028668   -0.0027251     0.064957      0.67051 GO_bp:go_protein_methylation
GO_bp:go_protein_demethylati...          SET      25     -0.28256     -0.01034      0.17487      0.94692 GO_bp:go_protein_demethylation
GO_bp:go_dolichyl_diphosphat...          SET       6    -0.047791  -0.00085722      0.29876      0.56354 GO_bp:go_dolichyl_diphosphate_biosynthetic_process
GO_bp:go_n_terminal_protein_...3         SET       6      0.32113    0.0057601      0.30192      0.14376 GO_bp:go_n_terminal_protein_lipidation
GO_bp:go_c_terminal_protein_...3         SET       7     -0.36643   -0.0070991      0.35808      0.84692 GO_bp:go_c_terminal_protein_lipidation
GO_bp:go_gpi_anchor_biosynth...          SET      28     -0.17756    -0.006876      0.15231      0.87814 GO_bp:go_gpi_anchor_biosynthetic_process
GO_bp:go_protein_quality_con...          SET      25     0.043707    0.0015994      0.14862      0.38435 GO_bp:go_protein_quality_control_for_misfolded_or_incompletely_synthesized_proteins
GO_bp:go_arginine_biosynthet...          SET       4     -0.27058    -0.003963      0.49187      0.70887 GO_bp:go_arginine_biosynthetic_process
GO_bp:go_arginine_catabolic_...          SET      11     -0.38952   -0.0094589      0.26968      0.92567 GO_bp:go_arginine_catabolic_process
GO_bp:go_cysteine_metabolic_...          SET       8     -0.18851   -0.0039041      0.32076      0.72163 GO_bp:go_cysteine_metabolic_process
GO_bp:go_glutamate_biosynthe...          SET       5     -0.13911   -0.0022779       0.3449      0.65665 GO_bp:go_glutamate_biosynthetic_process
GO_bp:go_glutamate_catabolic...          SET       7     -0.14544   -0.0028178      0.32568      0.67241 GO_bp:go_glutamate_catabolic_process
GO_bp:go_histidine_catabolic...          SET       8   -0.0082815  -0.00017152      0.29097      0.51135 GO_bp:go_histidine_catabolic_process
GO_bp:go_leucine_catabolic_p...          SET       6      0.23762    0.0042621      0.30004       0.2142 GO_bp:go_leucine_catabolic_process
GO_bp:go_lysine_catabolic_pr...          SET      12     0.088465    0.0022437      0.23147      0.35116 GO_bp:go_lysine_catabolic_process
GO_bp:go_l_phenylalanine_cat...          SET      11     -0.26138   -0.0063473      0.27136      0.83228 GO_bp:go_l_phenylalanine_catabolic_process
GO_bp:go_proline_biosyntheti...          SET       5     -0.90716    -0.014854       0.3682      0.99312 GO_bp:go_proline_biosynthetic_process
GO_bp:go_l_serine_metabolic_...          SET       5     -0.76654    -0.012552      0.30372      0.99419 GO_bp:go_l_serine_metabolic_process
GO_bp:go_l_serine_biosynthet...          SET       7     -0.44308    -0.008584      0.31264      0.92178 GO_bp:go_l_serine_biosynthetic_process
GO_bp:go_l_serine_catabolic_...          SET       5     -0.51975   -0.0085106      0.34616      0.93337 GO_bp:go_l_serine_catabolic_process
GO_bp:go_tyrosine_catabolic_...          SET       5     -0.16236   -0.0026586      0.38264      0.66433 GO_bp:go_tyrosine_catabolic_process
GO_bp:go_cellular_biogenic_a...          SET      46     0.060014    0.0029774      0.12854      0.32029 GO_bp:go_cellular_biogenic_amine_metabolic_process
GO_bp:go_amino_acid_betaine_...1         SET       6     -0.32888    -0.005899      0.30645      0.85839 GO_bp:go_amino_acid_betaine_biosynthetic_process
GO_bp:go_polyamine_biosynthe...          SET      11     0.027037   0.00065656      0.23306      0.45382 GO_bp:go_polyamine_biosynthetic_process
GO_bp:go_ribosomal_protein_i...          SET       8    -0.018497  -0.00038309      0.30864      0.52389 GO_bp:go_ribosomal_protein_import_into_nucleus
GO_bp:go_cotranslational_pro...          SET      92    -0.054076   -0.0037894      0.08274       0.7433 GO_bp:go_cotranslational_protein_targeting_to_membrane
GO_bp:go_srp_dependent_cotra...2         SET      11      0.15243    0.0037015       0.2468      0.26842 GO_bp:go_srp_dependent_cotranslational_protein_targeting_to_membrane_translocation
GO_bp:go_srp_dependent_cotra...1         SET       2      0.69699    0.0072188      0.88468       0.2154 GO_bp:go_srp_dependent_cotranslational_protein_targeting_to_membrane_signal_sequence_recognition
GO_bp:go_posttranslational_p...1         SET      11       -0.231   -0.0056095      0.22901      0.84344 GO_bp:go_posttranslational_protein_targeting_to_endoplasmic_reticulum_membrane
GO_bp:go_protein_retention_i...1         SET       9    -0.067889   -0.0014913       0.2402      0.61127 GO_bp:go_protein_retention_in_er_lumen
GO_bp:go_protein_targeting_t...4         SET      32       0.2187    0.0090532      0.15394     0.077708 GO_bp:go_protein_targeting_to_vacuole
GO_bp:go_protein_processing_...          SET       8     -0.37579   -0.0077828      0.28148      0.90906 GO_bp:go_protein_processing_involved_in_protein_targeting_to_mitochondrion
GO_bp:go_acylglycerol_metabo...          SET      57      0.13721    0.0075753      0.11786      0.12218 GO_bp:go_acylglycerol_metabolic_process
GO_bp:go_triglyceride_metabo...          SET      40      0.12263    0.0056744      0.13991      0.19038 GO_bp:go_triglyceride_metabolic_process
GO_bp:go_phosphatidic_acid_b...          SET      42     0.042873    0.0020327      0.14089      0.38045 GO_bp:go_phosphatidic_acid_biosynthetic_process
GO_bp:go_phosphatidylglycero...2         SET       7     -0.18401   -0.0035649      0.31677      0.71934 GO_bp:go_phosphatidylglycerol_biosynthetic_process
GO_bp:go_cdp_choline_pathway             SET       6      0.17934    0.0032168      0.28992       0.2681 GO_bp:go_cdp_choline_pathway
GO_bp:go_glycerol_ether_meta...          SET       8     -0.51879    -0.010744      0.37205      0.91839 GO_bp:go_glycerol_ether_metabolic_process
GO_bp:go_sphingomyelin_catab...          SET       7    0.0082681   0.00016018      0.32168      0.48975 GO_bp:go_sphingomyelin_catabolic_process
GO_bp:go_sphingomyelin_biosy...          SET       6     -0.44872   -0.0080487      0.32641      0.91538 GO_bp:go_sphingomyelin_biosynthetic_process
GO_bp:go_ganglioside_catabol...          SET       6    -0.025281  -0.00045346      0.35805      0.52814 GO_bp:go_ganglioside_catabolic_process
GO_bp:go_icosanoid_metabolic...          SET      76     -0.21762    -0.013867      0.10483      0.98104 GO_bp:go_icosanoid_metabolic_process
GO_bp:go_progesterone_biosyn...          SET       7      0.18776    0.0036376      0.41649      0.32607 GO_bp:go_progesterone_biosynthetic_process
GO_bp:go_mineralocorticoid_b...          SET      13     -0.20652   -0.0054517      0.26247      0.78431 GO_bp:go_mineralocorticoid_biosynthetic_process
GO_bp:go_cholesterol_catabol...          SET      13      0.41418     0.010933      0.22285     0.031555 GO_bp:go_cholesterol_catabolic_process
GO_bp:go_androgen_catabolic_...          SET       5      0.28956    0.0047414       0.3826      0.22458 GO_bp:go_androgen_catabolic_process
GO_bp:go_tetrahydrobiopterin...          SET       7      0.12422    0.0024067      0.34106      0.35785 GO_bp:go_tetrahydrobiopterin_biosynthetic_process
GO_bp:go_glutathione_catabol...          SET       7    -0.082745   -0.0016031      0.33416      0.59778 GO_bp:go_glutathione_catabolic_process
GO_bp:go_nucleoside_phosphat...3         SET     206    -0.018391   -0.0019226     0.061273      0.61797 GO_bp:go_nucleoside_phosphate_metabolic_process
GO_bp:go_riboflavin_metaboli...          SET       7    -0.019616  -0.00038003      0.32303      0.52421 GO_bp:go_riboflavin_metabolic_process
GO_bp:go_vitamin_a_metabolic...          SET       7     -0.25309   -0.0049033      0.32884      0.77925 GO_bp:go_vitamin_a_metabolic_process
GO_bp:go_protoporphyrinogen_...          SET       8      0.34901    0.0072283      0.25455     0.085177 GO_bp:go_protoporphyrinogen_ix_biosynthetic_process
GO_bp:go_polyphosphate_catab...          SET       5      0.18757    0.0030714      0.44271       0.3359 GO_bp:go_polyphosphate_catabolic_process
GO_bp:go_xenobiotic_metaboli...          SET     109     -0.19143    -0.014594     0.091254      0.98203 GO_bp:go_xenobiotic_metabolic_process
GO_bp:go_nitric_oxide_biosyn...          SET      64    -0.008769   -0.0005129      0.11228      0.53113 GO_bp:go_nitric_oxide_biosynthetic_process
GO_bp:go_cobalt_ion_transport            SET       5     -0.15987   -0.0026177      0.33606      0.68286 GO_bp:go_cobalt_ion_transport
GO_bp:go_zinc_ion_transport              SET      27    -0.085614   -0.0032558      0.15594       0.7085 GO_bp:go_zinc_ion_transport
GO_bp:go_serotonin_transport             SET      13      0.46857     0.012369      0.25141     0.031186 GO_bp:go_serotonin_transport
GO_bp:go_acyl_carnitine_tran...          SET       5      0.38277    0.0062677      0.42831      0.18576 GO_bp:go_acyl_carnitine_transport
GO_bp:go_mitochondrial_calci...2         SET      25      0.15562    0.0056947      0.16262      0.16931 GO_bp:go_mitochondrial_calcium_ion_transmembrane_transport
GO_bp:go_carnitine_shuttle               SET      10     -0.26292   -0.0060876       0.3231       0.7921 GO_bp:go_carnitine_shuttle
GO_bp:go_oligopeptide_transp...          SET      11     -0.79737    -0.019363      0.26414      0.99873 GO_bp:go_oligopeptide_transport
GO_bp:go_purine_nucleobase_t...          SET       6     -0.24168    -0.004335      0.34046       0.7611 GO_bp:go_purine_nucleobase_transport
GO_bp:go_glutamine_transport             SET       5     -0.17076   -0.0027962      0.43912      0.65131 GO_bp:go_glutamine_transport
GO_bp:go_cellular_ion_homeos...          SET     609   -0.0062615   -0.0011131     0.036952      0.56728 GO_bp:go_cellular_ion_homeostasis
GO_bp:go_endoplasmic_reticul...6         SET     197     0.039216    0.0040099     0.058574      0.25159 GO_bp:go_endoplasmic_reticulum_to_golgi_vesicle_mediated_transport
GO_bp:go_retrograde_vesicle_...          SET      82     0.094595    0.0062598     0.091461      0.15051 GO_bp:go_retrograde_vesicle_mediated_transport_golgi_to_endoplasmic_reticulum
GO_bp:go_vesicle_budding_fro...          SET      96      0.10852     0.007767     0.083782     0.097629 GO_bp:go_vesicle_budding_from_membrane
GO_bp:go_apoptotic_process               SET    1782    -0.008537   -0.0025101      0.02176      0.65259 GO_bp:go_apoptotic_process
GO_bp:go_activation_of_cyste...2         SET      79    -0.058982   -0.0038314     0.098977      0.72438 GO_bp:go_activation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_process
GO_bp:go_activation_induced_...          SET       7      0.50253    0.0097358      0.29466     0.044063 GO_bp:go_activation_induced_cell_death_of_t_cells
GO_bp:go_inflammatory_cell_a...          SET      21      0.10325    0.0034634      0.19456      0.29782 GO_bp:go_inflammatory_cell_apoptotic_process
GO_bp:go_substrate_dependent...2         SET       9       0.4176    0.0091731       0.2377     0.039483 GO_bp:go_substrate_dependent_cell_migration_cell_extension
GO_bp:go_hypotonic_response              SET       9      0.12037     0.002644      0.31333      0.35044 GO_bp:go_hypotonic_response
GO_bp:go_dna_damage_induced_...          SET       8     -0.13544    -0.002805      0.26578      0.69482 GO_bp:go_dna_damage_induced_protein_phosphorylation
GO_bp:go_er_overload_response            SET      12     -0.58586    -0.014859      0.29626        0.976 GO_bp:go_er_overload_response
GO_bp:go_response_to_sterol_...          SET      11      0.34059    0.0082707        0.277      0.10944 GO_bp:go_response_to_sterol_depletion
GO_bp:go_cellular_response_t...82        SET      11     -0.24623   -0.0059794      0.25563      0.83228 GO_bp:go_cellular_response_to_nitrogen_starvation
GO_bp:go_nucleolus_organizat...          SET       8      -0.3485   -0.0072177      0.25099       0.9175 GO_bp:go_nucleolus_organization
GO_bp:go_outer_mitochondrial...          SET       7    -0.082135   -0.0015912      0.32807      0.59884 GO_bp:go_outer_mitochondrial_membrane_organization
GO_bp:go_cytoskeletal_anchor...2         SET      10       -0.578    -0.013383      0.29712      0.97412 GO_bp:go_cytoskeletal_anchoring_at_plasma_membrane
GO_bp:go_tubulin_complex_ass...          SET       6      -0.2644   -0.0047425      0.38375      0.75458 GO_bp:go_tubulin_complex_assembly
GO_bp:go_negative_regulation...418       SET      20    -0.091625   -0.0029994      0.19284      0.68265 GO_bp:go_negative_regulation_of_microtubule_depolymerization
GO_bp:go_cytoplasm_organizat...          SET       9      0.13481    0.0029612        0.283      0.31692 GO_bp:go_cytoplasm_organization
GO_bp:go_protein_catabolic_p...2         SET      13      0.14993    0.0039579      0.20377      0.23093 GO_bp:go_protein_catabolic_process_in_the_vacuole
GO_bp:go_lysosomal_lumen_aci...          SET       9      0.26318    0.0057812      0.26896      0.16392 GO_bp:go_lysosomal_lumen_acidification
GO_bp:go_spindle_organization            SET     155    -0.072526   -0.0065855     0.068647      0.85462 GO_bp:go_spindle_organization
GO_bp:go_mitotic_nuclear_env...1         SET      12      0.32636    0.0082772      0.30928      0.14568 GO_bp:go_mitotic_nuclear_envelope_disassembly
GO_bp:go_mitotic_metaphase_p...          SET      44     0.030168    0.0014639        0.123      0.40312 GO_bp:go_mitotic_metaphase_plate_congression
GO_bp:go_mitotic_nuclear_env...2         SET       9     0.090811    0.0019948      0.28993      0.37706 GO_bp:go_mitotic_nuclear_envelope_reassembly
GO_bp:go_nuclear_migration               SET      20      0.15817    0.0051778      0.18228      0.19278 GO_bp:go_nuclear_migration
GO_bp:go_male_meiotic_nuclea...          SET      44    -0.060223   -0.0029223      0.12068      0.69112 GO_bp:go_male_meiotic_nuclear_division
GO_bp:go_female_meiotic_nucl...          SET      28     -0.12104   -0.0046874       0.1422      0.80266 GO_bp:go_female_meiotic_nuclear_division
GO_bp:go_female_meiosis_i                SET       8     0.088334    0.0018295      0.28128      0.37675 GO_bp:go_female_meiosis_i
GO_bp:go_receptor_guanylyl_c...          SET       9     -0.11794   -0.0025906      0.25177      0.68026 GO_bp:go_receptor_guanylyl_cyclase_signaling_pathway
GO_bp:go_signal_complex_asse...          SET       8      0.42695    0.0088424      0.29767     0.075755 GO_bp:go_signal_complex_assembly
GO_bp:go_negative_regulation...219       SET      14     0.060916    0.0016687      0.24095      0.40021 GO_bp:go_negative_regulation_of_epidermal_growth_factor_activated_receptor_activity
GO_bp:go_common_partner_smad...          SET       6     -0.30436   -0.0054592      0.36808      0.79584 GO_bp:go_common_partner_smad_protein_phosphorylation
GO_bp:go_smad_protein_comple...          SET      13    -0.089219   -0.0023552      0.23223      0.64958 GO_bp:go_smad_protein_complex_assembly
GO_bp:go_transmembrane_recep...3         SET       6     -0.11679   -0.0020949      0.32955      0.63848 GO_bp:go_transmembrane_receptor_protein_tyrosine_phosphatase_signaling_pathway
GO_bp:go_negative_regulation...16        SET      18      0.21118    0.0065589      0.21071      0.15812 GO_bp:go_negative_regulation_of_adenylate_cyclase_activity
GO_bp:go_adenylate_cyclase_i...2         SET       9     0.094105    0.0020671      0.32686      0.38671 GO_bp:go_adenylate_cyclase_inhibiting_dopamine_receptor_signaling_pathway
GO_bp:go_adenylate_cyclase_i...4         SET       7      -0.2752   -0.0053316      0.35919      0.77821 GO_bp:go_adenylate_cyclase_inhibiting_g_protein_coupled_glutamate_receptor_signaling_pathway
GO_bp:go_adenylate_cyclase_i...3         SET       8     -0.18534   -0.0038386      0.33886       0.7078 GO_bp:go_adenylate_cyclase_inhibiting_g_protein_coupled_acetylcholine_receptor_signaling_pathway
GO_bp:go_serotonin_receptor_...          SET      36    -0.076251   -0.0033475      0.15359      0.69021 GO_bp:go_serotonin_receptor_signaling_pathway
GO_bp:go_g_protein_coupled_a...          SET      19     -0.08058   -0.0025711       0.2086      0.65035 GO_bp:go_g_protein_coupled_acetylcholine_receptor_signaling_pathway
GO_bp:go_tachykinin_receptor...          SET       8     -0.38336   -0.0079396      0.36038      0.85627 GO_bp:go_tachykinin_receptor_signaling_pathway
GO_bp:go_positive_regulation...832       SET      18     -0.11933   -0.0037062      0.21896      0.70712 GO_bp:go_positive_regulation_of_transcription_of_notch_receptor_target
GO_bp:go_cytoplasmic_sequest...1         SET       4     0.042334   0.00062004      0.38915      0.45669 GO_bp:go_cytoplasmic_sequestering_of_nf_kappab
GO_bp:go_activation_of_jnkk_...          SET      10      0.11849    0.0027435      0.28495      0.33877 GO_bp:go_activation_of_jnkk_activity
GO_bp:go_sperm_axoneme_assem...          SET      12     0.027243   0.00069094      0.22654      0.45214 GO_bp:go_sperm_axoneme_assembly
GO_bp:go_penetration_of_zona...          SET       8    -0.088535   -0.0018336      0.32072      0.60874 GO_bp:go_penetration_of_zona_pellucida
GO_bp:go_fusion_of_sperm_to_...          SET      16    0.0092798   0.00027174      0.22238      0.48336 GO_bp:go_fusion_of_sperm_to_egg_plasma_membrane_involved_in_single_fertilization
GO_bp:go_egg_activation                  SET       5     -0.34258   -0.0056096      0.34932      0.83662 GO_bp:go_egg_activation
GO_bp:go_zygotic_determinati...          SET       6      0.30714    0.0055092       0.4825      0.26221 GO_bp:go_zygotic_determination_of_anterior_posterior_axis_embryo
GO_bp:go_thorax_and_anterior...          SET       5      0.55782     0.009134      0.54097      0.15124 GO_bp:go_thorax_and_anterior_abdomen_determination
GO_bp:go_compartment_pattern...          SET       5     -0.27074   -0.0044332      0.46036      0.72176 GO_bp:go_compartment_pattern_specification
GO_bp:go_negative_regulation...461       SET       5     0.087687    0.0014358      0.36673      0.40551 GO_bp:go_negative_regulation_of_neuroblast_proliferation
GO_bp:go_foregut_morphogenes...          SET      10     -0.22017   -0.0050978      0.33268      0.74595 GO_bp:go_foregut_morphogenesis
GO_bp:go_mesodermal_cell_fat...2         SET      14     -0.25161   -0.0068924      0.21748      0.87634 GO_bp:go_mesodermal_cell_fate_specification
GO_bp:go_gonadal_mesoderm_de...          SET       2     0.042888   0.00044419      0.61843      0.47236 GO_bp:go_gonadal_mesoderm_development
GO_bp:go_dosage_compensation             SET      18      0.14621    0.0045409      0.22263      0.25568 GO_bp:go_dosage_compensation
GO_bp:go_sensory_perception_...6         SET     355     0.057098    0.0078037     0.067192      0.19773 GO_bp:go_sensory_perception_of_smell
GO_bp:go_short_term_memory               SET       9      0.11569    0.0025413      0.27838      0.33886 GO_bp:go_short_term_memory
GO_bp:go_toll_signaling_path...          SET       6      0.40413    0.0072488      0.44002      0.17921 GO_bp:go_toll_signaling_pathway
GO_bp:go_mesodermal_cell_mig...          SET       4    -0.055661  -0.00081522      0.47101      0.54703 GO_bp:go_mesodermal_cell_migration
GO_bp:go_retrograde_axonal_t...          SET      15     -0.10492    -0.002975      0.19418      0.70551 GO_bp:go_retrograde_axonal_transport
GO_bp:go_spermidine_metaboli...          SET       3      0.25979    0.0032953      0.41513      0.26572 GO_bp:go_spermidine_metabolic_process
GO_bp:go_opsonization                    SET      11     -0.54259    -0.013176       0.2873      0.97052 GO_bp:go_opsonization
GO_bp:go_regulation_of_g_pro...          SET     134      0.12174     0.010284       0.0765     0.055773 GO_bp:go_regulation_of_g_protein_coupled_receptor_signaling_pathway
GO_bp:go_positive_regulation...133       SET     847     0.012296    0.0025606     0.031433      0.34784 GO_bp:go_positive_regulation_of_cell_population_proliferation
GO_bp:go_negative_regulation...120       SET     635    -0.037341   -0.0067731      0.03607      0.84971 GO_bp:go_negative_regulation_of_cell_population_proliferation
GO_bp:go_intracellular_mrna_...          SET      13   -0.0062991  -0.00016628      0.27633      0.50909 GO_bp:go_intracellular_mrna_localization
GO_bp:go_isoprenoid_cataboli...          SET       5        0.423    0.0069264      0.39086      0.13958 GO_bp:go_isoprenoid_catabolic_process
GO_bp:go_adult_feeding_behav...          SET       9      0.31941    0.0070162      0.28766      0.13343 GO_bp:go_adult_feeding_behavior
GO_bp:go_germ_cell_migration             SET       9       0.1883    0.0041362      0.31308      0.27378 GO_bp:go_germ_cell_migration
GO_bp:go_regulation_of_synap...5         SET       5     -0.27712   -0.0045377      0.37526      0.76988 GO_bp:go_regulation_of_synaptic_growth_at_neuromuscular_junction
GO_bp:go_granzyme_mediated_a...          SET       6     -0.35358   -0.0063421      0.32741      0.85991 GO_bp:go_granzyme_mediated_apoptotic_signaling_pathway
GO_bp:go_intrinsic_apoptotic...8         SET       8      0.49209     0.010192      0.30369     0.052586 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_osmotic_stress
GO_bp:go_hormone_mediated_ap...          SET       5     -0.06447   -0.0010557       0.3832       0.5668 GO_bp:go_hormone_mediated_apoptotic_signaling_pathway
