# MEAN_SAMPLE_SIZE = 24564
# TOTAL_GENES = 17778
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_branching_morphogen...2         SET     132     0.025828    0.0022173     0.084995      0.38061 GO_bp:go_branching_morphogenesis_of_an_epithelial_tube
GO_bp:go_regulation_of_ras_p...          SET     208    -0.016148   -0.0017364     0.065419      0.59748 GO_bp:go_regulation_of_ras_protein_signal_transduction
GO_bp:go_negative_regulation...170       SET     236    -0.015313   -0.0017526     0.059792      0.60106 GO_bp:go_negative_regulation_of_cytokine_production
GO_bp:go_positive_regulation...213       SET      32    -0.056481   -0.0023942      0.17153      0.62903 GO_bp:go_positive_regulation_of_dendritic_spine_development
GO_bp:go_positive_regulation...880       SET      93    -0.087606   -0.0063198     0.089552      0.83602 GO_bp:go_positive_regulation_of_viral_process
GO_bp:go_prostate_glandular_...1         SET      10     -0.20952   -0.0049679      0.31992      0.74374 GO_bp:go_prostate_glandular_acinus_development
GO_bp:go_regulation_of_prote...59        SET     602     0.027739    0.0050174     0.038333      0.23465 GO_bp:go_regulation_of_proteolysis
GO_bp:go_endocytosis                     SET     499      0.10067     0.016628     0.042451    0.0088626 GO_bp:go_endocytosis
GO_bp:go_protein_localizatio...34        SET     226       0.1026     0.011494     0.060169     0.044096 GO_bp:go_protein_localization_to_nucleus
GO_bp:go_peptide_catabolic_p...          SET      23     -0.13154   -0.0047282      0.20936      0.73509 GO_bp:go_peptide_catabolic_process
GO_bp:go_rac_protein_signal_...          SET      31     0.034943    0.0014579      0.15391       0.4102 GO_bp:go_rac_protein_signal_transduction
GO_bp:go_negative_regulation...528       SET      20      0.16591    0.0055617       0.2136      0.21867 GO_bp:go_negative_regulation_of_potassium_ion_transmembrane_transport
GO_bp:go_regulation_of_viral...1         SET      28     -0.25136    -0.009968      0.18531      0.91251 GO_bp:go_regulation_of_viral_entry_into_host_cell
GO_bp:go_cellular_component_...3         SET      33      0.13398     0.005767      0.15225      0.18944 GO_bp:go_cellular_component_disassembly_involved_in_execution_phase_of_apoptosis
GO_bp:go_positive_regulation...731       SET     370     0.040411     0.005769     0.048506       0.2024 GO_bp:go_positive_regulation_of_secretion
GO_bp:go_negative_regulation...729       SET     189     -0.13055     -0.01339     0.066563      0.97507 GO_bp:go_negative_regulation_of_wnt_signaling_pathway
GO_bp:go_positive_regulation...112       SET     347     0.052516    0.0072652     0.049283      0.14331 GO_bp:go_positive_regulation_of_cell_cycle
GO_bp:go_regulation_of_cellu...15        SET     462     0.070473     0.011212     0.041662     0.045375 GO_bp:go_regulation_of_cellular_protein_localization
GO_bp:go_positive_regulation...57        SET      68      0.20848      0.01287      0.11335     0.032947 GO_bp:go_positive_regulation_of_b_cell_activation
GO_bp:go_neuronal_action_pot...1         SET      32    -0.054133   -0.0022946      0.18362      0.61593 GO_bp:go_neuronal_action_potential
GO_bp:go_regulation_of_telom...4         SET      54     0.040606    0.0022346      0.11619      0.36337 GO_bp:go_regulation_of_telomere_maintenance_via_telomere_lengthening
GO_bp:go_positive_regulation...389       SET      30      0.22229    0.0091241      0.16803     0.092943 GO_bp:go_positive_regulation_of_interleukin_10_production
GO_bp:go_parasympathetic_ner...          SET      16       0.2578    0.0077306      0.25848      0.15931 GO_bp:go_parasympathetic_nervous_system_development
GO_bp:go_basement_membrane_o...          SET      19     0.031536    0.0010305      0.18561      0.43254 GO_bp:go_basement_membrane_organization
GO_bp:go_somite_development              SET      82      0.09576    0.0064887       0.1094      0.19071 GO_bp:go_somite_development
GO_bp:go_negative_regulation...307       SET     109     0.046393    0.0036216     0.089937      0.30299 GO_bp:go_negative_regulation_of_immune_effector_process
GO_bp:go_negative_regulation...723       SET      13     -0.14606   -0.0039484       0.2419      0.72701 GO_bp:go_negative_regulation_of_viral_release_from_host_cell
GO_bp:go_serine_family_amino...3         SET      34     0.071622    0.0031292      0.16037      0.32759 GO_bp:go_serine_family_amino_acid_metabolic_process
GO_bp:go_sertoli_cell_differ...          SET      16    -0.052799   -0.0015833      0.26594      0.57869 GO_bp:go_sertoli_cell_differentiation
GO_bp:go_negative_regulation...69        SET      31    -0.023528  -0.00098166      0.17215      0.55435 GO_bp:go_negative_regulation_of_calcium_ion_transmembrane_transport
GO_bp:go_rna_splicing                    SET     372   -0.0088902   -0.0012725     0.043139      0.58164 GO_bp:go_rna_splicing
GO_bp:go_ventricular_cardiac...2         SET      11     -0.59313     -0.01475      0.26387       0.9877 GO_bp:go_ventricular_cardiac_muscle_cell_development
GO_bp:go_positive_regulation...681       SET     123     0.081212    0.0067319     0.079793       0.1544 GO_bp:go_positive_regulation_of_protein_polymerization
GO_bp:go_regulation_of_muscl...1         SET      79     -0.19411    -0.012911      0.10765      0.96431 GO_bp:go_regulation_of_muscle_adaptation
GO_bp:go_negative_regulation...594       SET      78     0.093243    0.0061628      0.11022      0.19879 GO_bp:go_negative_regulation_of_response_to_wounding
GO_bp:go_olfactory_bulb_inte...1         SET       6     -0.24965   -0.0045857      0.39593      0.73583 GO_bp:go_olfactory_bulb_interneuron_development
GO_bp:go_negative_regulation...440       SET    1046     0.027155    0.0063902     0.030098      0.18348 GO_bp:go_negative_regulation_of_multicellular_organismal_process
GO_bp:go_female_genitalia_de...          SET      16      -0.1679   -0.0050348      0.24293      0.75526 GO_bp:go_female_genitalia_development
GO_bp:go_neuroblast_prolifer...          SET      54      0.29709     0.016349       0.1278      0.01005 GO_bp:go_neuroblast_proliferation
GO_bp:go_midgut_development              SET      11      0.22079    0.0054904      0.31683      0.24295 GO_bp:go_midgut_development
GO_bp:go_mitochondrion_distr...          SET      15     -0.13868   -0.0040268      0.22654      0.72979 GO_bp:go_mitochondrion_distribution
GO_bp:go_peptidyl_methionine...          SET      13    -0.069882   -0.0018891      0.25084      0.60972 GO_bp:go_peptidyl_methionine_modification
GO_bp:go_immunological_synap...          SET      11      0.51473       0.0128      0.31386     0.050513 GO_bp:go_immunological_synapse_formation
GO_bp:go_vitamin_metabolic_p...          SET     114     0.045794    0.0036554     0.087075      0.29948 GO_bp:go_vitamin_metabolic_process
GO_bp:go_muscle_cell_develop...          SET     155    -0.029398   -0.0027331     0.075792      0.65095 GO_bp:go_muscle_cell_development
GO_bp:go_regulation_of_defen...4         SET      33     -0.12358   -0.0053197       0.1618       0.7775 GO_bp:go_regulation_of_defense_response_to_virus_by_host
GO_bp:go_regulation_of_neura...          SET      78      0.12264    0.0081055      0.10777      0.12758 GO_bp:go_regulation_of_neural_precursor_cell_proliferation
GO_bp:go_nucleotide_sugar_bi...          SET      22    -0.011434  -0.00040197      0.20864      0.52185 GO_bp:go_nucleotide_sugar_biosynthetic_process
GO_bp:go_negative_regulation...45        SET      60    -0.084272   -0.0048876      0.12382      0.75194 GO_bp:go_negative_regulation_of_axonogenesis
GO_bp:go_leukocyte_migration...          SET      10     -0.37111   -0.0087993      0.27033      0.91508 GO_bp:go_leukocyte_migration_involved_in_inflammatory_response
GO_bp:go_osteoclast_differen...          SET      83      0.20263     0.013814      0.10283      0.02439 GO_bp:go_osteoclast_differentiation
GO_bp:go_carbohydrate_deriva...4         SET      63     0.072524    0.0043098      0.11431      0.26291 GO_bp:go_carbohydrate_derivative_transport
GO_bp:go_definitive_hemopoie...          SET      18      -0.1041   -0.0033108      0.22822      0.67585 GO_bp:go_definitive_hemopoiesis
GO_bp:go_renal_filtration                SET      17      0.15201    0.0046984      0.24118      0.26426 GO_bp:go_renal_filtration
GO_bp:go_lymphocyte_activati...2         SET     161      0.15664     0.014839     0.074951     0.018321 GO_bp:go_lymphocyte_activation_involved_in_immune_response
GO_bp:go_positive_regulation...439       SET      78      0.10486    0.0069307      0.11243      0.17551 GO_bp:go_positive_regulation_of_leukocyte_chemotaxis
GO_bp:go_response_to_tumor_n...          SET     273   -0.0089274   -0.0010978     0.057304       0.5619 GO_bp:go_response_to_tumor_necrosis_factor
GO_bp:go_positive_regulation...139       SET     105      0.17054     0.013068     0.093786     0.034508 GO_bp:go_positive_regulation_of_cell_substrate_adhesion
GO_bp:go_regulation_of_intra...6         SET     380     0.042723    0.0061791     0.046717      0.18023 GO_bp:go_regulation_of_intracellular_transport
GO_bp:go_cardiac_conduction              SET     129     0.060635    0.0051465     0.085549      0.23924 GO_bp:go_cardiac_conduction
GO_bp:go_aorta_morphogenesis             SET      27      0.26249     0.010222      0.19909     0.093693 GO_bp:go_aorta_morphogenesis
GO_bp:go_response_to_alcohol             SET     209    -0.068155   -0.0073463     0.065741      0.85006 GO_bp:go_response_to_alcohol
GO_bp:go_cellular_homeostasis            SET     859    -0.053239    -0.011417      0.03229       0.9504 GO_bp:go_cellular_homeostasis
GO_bp:go_positive_regulation...531       SET      29     -0.15839   -0.0063922      0.16404      0.83287 GO_bp:go_positive_regulation_of_multicellular_organism_growth
GO_bp:go_membrane_lipid_bios...          SET     127    -0.033191   -0.0027954      0.08049      0.65996 GO_bp:go_membrane_lipid_biosynthetic_process
GO_bp:go_positive_regulation...216       SET      51      0.14091    0.0075366       0.1303      0.13977 GO_bp:go_positive_regulation_of_dephosphorylation
GO_bp:go_protein_insertion_i...2         SET      57     0.046687    0.0026394      0.12795       0.3576 GO_bp:go_protein_insertion_into_membrane
GO_bp:go_activation_of_mapk_...          SET     136     0.069008    0.0060128     0.077041       0.1852 GO_bp:go_activation_of_mapk_activity
GO_bp:go_embryonic_organ_dev...          SET     386     0.034442    0.0050198     0.049606      0.24375 GO_bp:go_embryonic_organ_development
GO_bp:go_positive_regulation...553       SET      33    -0.037702   -0.0016229       0.1625      0.59174 GO_bp:go_positive_regulation_of_natural_killer_cell_mediated_immunity
GO_bp:go_positive_regulation...596       SET      42     -0.15771   -0.0076567      0.14999      0.85347 GO_bp:go_positive_regulation_of_organ_growth
GO_bp:go_epoxygenase_p450_pa...          SET      14     0.011289   0.00031669      0.27059      0.48336 GO_bp:go_epoxygenase_p450_pathway
GO_bp:go_mammary_gland_duct_...          SET      30    -0.058081   -0.0023839      0.18179      0.62532 GO_bp:go_mammary_gland_duct_morphogenesis
GO_bp:go_amino_acid_import               SET      23      -0.1599   -0.0057478      0.19382       0.7953 GO_bp:go_amino_acid_import
GO_bp:go_imp_biosynthetic_pr...          SET       9    -0.050821   -0.0011432       0.3065      0.56585 GO_bp:go_imp_biosynthetic_process
GO_bp:go_positive_regulation...115       SET      41       -0.125   -0.0059963      0.14246      0.80988 GO_bp:go_positive_regulation_of_cell_cycle_g1_s_phase_transition
GO_bp:go_lymphocyte_apoptoti...          SET      61      0.16419    0.0096012      0.11527     0.077189 GO_bp:go_lymphocyte_apoptotic_process
GO_bp:go_negative_regulation...689       SET     104     -0.12872   -0.0098164     0.096082      0.90981 GO_bp:go_negative_regulation_of_transmembrane_receptor_protein_serine_threonine_kinase_signaling_pathway
GO_bp:go_fatty_acid_derivati...3         SET       9     0.049433     0.001112      0.32675      0.43988 GO_bp:go_fatty_acid_derivative_metabolic_process
GO_bp:go_negative_regulation...325       SET      10    -0.062594   -0.0014842      0.28657      0.58645 GO_bp:go_negative_regulation_of_interleukin_17_production
GO_bp:go_glycosyl_compound_c...          SET      37  -0.00032365   -1.475e-05      0.15503      0.50083 GO_bp:go_glycosyl_compound_catabolic_process
GO_bp:go_protein_hydroxylati...          SET      23      0.23776    0.0085464      0.18002     0.093304 GO_bp:go_protein_hydroxylation
GO_bp:go_peptidyl_lysine_met...          SET     112     0.043256    0.0034226     0.084341      0.30402 GO_bp:go_peptidyl_lysine_methylation
GO_bp:go_regulation_of_respo...14        SET      15     0.027563   0.00080031      0.20907      0.44756 GO_bp:go_regulation_of_response_to_tumor_cell
GO_bp:go_protein_tetrameriza...          SET     145      0.08954    0.0080537     0.074676      0.11526 GO_bp:go_protein_tetramerization
GO_bp:go_regulation_of_tissu...          SET      65      0.30461     0.018385      0.12364    0.0068826 GO_bp:go_regulation_of_tissue_remodeling
GO_bp:go_positive_regulation...616       SET      96     0.080938    0.0059318      0.10069      0.21076 GO_bp:go_positive_regulation_of_peptidyl_serine_phosphorylation
GO_bp:go_histone_h3_acetylat...          SET      50      0.14091    0.0074625      0.12152      0.12312 GO_bp:go_histone_h3_acetylation
GO_bp:go_regulation_of_anion...3         SET      82      0.29841      0.02022      0.10073    0.0015288 GO_bp:go_regulation_of_anion_transport
GO_bp:go_cellular_response_t...24        SET      29     0.030903    0.0012471      0.17578      0.43023 GO_bp:go_cellular_response_to_dexamethasone_stimulus
GO_bp:go_negative_regulation...204       SET      31    0.0060242   0.00025135      0.15127      0.48412 GO_bp:go_negative_regulation_of_dna_replication
GO_bp:go_response_to_osmotic...          SET      68      0.16715     0.010318      0.11783     0.078027 GO_bp:go_response_to_osmotic_stress
GO_bp:go_regulation_of_trans...13        SET      47     0.069576    0.0035728      0.13717        0.306 GO_bp:go_regulation_of_transcription_regulatory_region_dna_binding
GO_bp:go_positive_regulation...406       SET      81     0.054801    0.0036907      0.10439      0.29981 GO_bp:go_positive_regulation_of_interleukin_6_production
GO_bp:go_ruffle_organization             SET      52     0.096639     0.005219      0.11715      0.20471 GO_bp:go_ruffle_organization
GO_bp:go_dna_packaging                   SET     170     0.037771    0.0036759     0.069919      0.29453 GO_bp:go_dna_packaging
GO_bp:go_muscle_cell_migrati...          SET      73      0.10368    0.0066303      0.11667      0.18709 GO_bp:go_muscle_cell_migration
GO_bp:go_branching_involved_...5         SET      17     -0.10022   -0.0030977      0.21755      0.67748 GO_bp:go_branching_involved_in_salivary_gland_morphogenesis
GO_bp:go_negative_regulation...556       SET      25     0.044721    0.0016759      0.17098      0.39683 GO_bp:go_negative_regulation_of_protein_maturation
GO_bp:go_binding_of_sperm_to...          SET      36      0.18083    0.0081295      0.13833      0.09557 GO_bp:go_binding_of_sperm_to_zona_pellucida
GO_bp:go_rna_phosphodiester_...3         SET      38     -0.08268   -0.0038186      0.14503      0.71569 GO_bp:go_rna_phosphodiester_bond_hydrolysis_exonucleolytic
GO_bp:go_adaptation_of_signa...          SET      17     0.094948    0.0029348      0.24437      0.34881 GO_bp:go_adaptation_of_signaling_pathway
GO_bp:go_transcytosis                    SET      17   -0.0081375  -0.00025152      0.20284        0.516 GO_bp:go_transcytosis
GO_bp:go_epithelial_cell_mat...          SET      15      0.15258    0.0044301      0.23753      0.26033 GO_bp:go_epithelial_cell_maturation
GO_bp:go_negative_regulation...261       SET      31      0.15105    0.0063021       0.1675      0.18359 GO_bp:go_negative_regulation_of_gene_silencing
GO_bp:go_regulation_of_cell_...20        SET     820     0.065342     0.013706      0.03376     0.026473 GO_bp:go_regulation_of_cell_development
GO_bp:go_regulation_of_intri...1         SET     135     0.073666    0.0063951     0.074903      0.16269 GO_bp:go_regulation_of_intrinsic_apoptotic_signaling_pathway
GO_bp:go_establishment_of_pr...7         SET      50      0.01747    0.0009252      0.12194      0.44304 GO_bp:go_establishment_of_protein_localization_to_plasma_membrane
GO_bp:go_regulation_of_membr...8         SET      29    -0.085185   -0.0034378      0.17997        0.682 GO_bp:go_regulation_of_membrane_repolarization
GO_bp:go_negative_regulation...490       SET     328     0.080332     0.010811     0.050115     0.054483 GO_bp:go_negative_regulation_of_organelle_organization
GO_bp:go_negative_regulation...107       SET     618     0.036794      0.00674     0.038995       0.1727 GO_bp:go_negative_regulation_of_cell_differentiation
GO_bp:go_peptidyl_lysine_dim...          SET      14      0.12033    0.0033755       0.2455      0.31201 GO_bp:go_peptidyl_lysine_dimethylation
GO_bp:go_protein_import_into...2         SET      13     -0.13939   -0.0037681      0.22376      0.73334 GO_bp:go_protein_import_into_peroxisome_matrix
GO_bp:go_positive_regulation...48        SET      49     -0.19475    -0.010211      0.11884      0.94936 GO_bp:go_positive_regulation_of_atpase_activity
GO_bp:go_limbic_system_devel...          SET      96  -0.00025285  -1.8531e-05     0.098087      0.50103 GO_bp:go_limbic_system_development
GO_bp:go_negative_regulation...114       SET      20     0.001744   5.8463e-05      0.18738      0.49629 GO_bp:go_negative_regulation_of_cell_killing
GO_bp:go_positive_regulation...520       SET      16      0.16905    0.0050693      0.22318      0.22439 GO_bp:go_positive_regulation_of_monocyte_chemotaxis
GO_bp:go_negative_regulation...365       SET      93    -0.061556   -0.0044406     0.094569      0.74244 GO_bp:go_negative_regulation_of_leukocyte_differentiation
GO_bp:go_axis_elongation                 SET      30     -0.18807   -0.0077194      0.19127      0.83725 GO_bp:go_axis_elongation
GO_bp:go_regulation_of_mitot...1         SET     574     0.034223    0.0060495     0.037015       0.1776 GO_bp:go_regulation_of_mitotic_cell_cycle
GO_bp:go_t_cell_differentiat...1         SET     214    0.0027572   0.00030069     0.063505      0.48268 GO_bp:go_t_cell_differentiation
GO_bp:go_regulation_of_catio...1         SET     144     0.012933    0.0011593     0.079287      0.43521 GO_bp:go_regulation_of_cation_channel_activity
GO_bp:go_positive_regulation...698       SET      13      0.25623    0.0069265      0.23545      0.13825 GO_bp:go_positive_regulation_of_receptor_recycling
GO_bp:go_response_to_misfold...          SET      22      0.16102     0.005661      0.18709      0.19471 GO_bp:go_response_to_misfolded_protein
GO_bp:go_transmembrane_trans...          SET    1405    0.0017635   0.00047579      0.02595      0.47291 GO_bp:go_transmembrane_transport
GO_bp:go_regulation_of_gene_...2         SET     289   -0.0035109    -0.000444     0.052661      0.52658 GO_bp:go_regulation_of_gene_expression_epigenetic
GO_bp:go_negative_regulation...465       SET     186      0.13749      0.01399     0.068565     0.022475 GO_bp:go_negative_regulation_of_neuron_death
GO_bp:go_negative_regulation...129       SET     605      0.14871     0.026963     0.037949   4.4688e-05 GO_bp:go_negative_regulation_of_cellular_component_organization
GO_bp:go_defense_response_to...2         SET      33      0.15293     0.006583      0.16861      0.18221 GO_bp:go_defense_response_to_fungus
GO_bp:go_ribonucleoside_cata...          SET      18     -0.12846   -0.0040855      0.26842      0.68387 GO_bp:go_ribonucleoside_catabolic_process
GO_bp:go_positive_regulation...167       SET      19     0.092037    0.0030073       0.2184      0.33673 GO_bp:go_positive_regulation_of_chondrocyte_differentiation
GO_bp:go_positive_regulation...624       SET      80     0.041946    0.0028075      0.10665      0.34705 GO_bp:go_positive_regulation_of_phosphatidylinositol_3_kinase_signaling
GO_bp:go_regulation_of_filop...          SET      35      0.13864    0.0061456      0.15851      0.19089 GO_bp:go_regulation_of_filopodium_assembly
GO_bp:go_regulation_of_cell_...36        SET      11     -0.22989   -0.0057167      0.26359      0.80843 GO_bp:go_regulation_of_cell_projection_size
GO_bp:go_nuclear_transcribed...4         SET      34     -0.05464   -0.0023873      0.14856      0.64349 GO_bp:go_nuclear_transcribed_mrna_catabolic_process_exonucleolytic
GO_bp:go_negative_regulation...604       SET       9     -0.12371   -0.0027829       0.2893      0.66554 GO_bp:go_negative_regulation_of_ryanodine_sensitive_calcium_release_channel_activity
GO_bp:go_positive_regulation...579       SET      21      0.42211     0.014499      0.20156      0.01813 GO_bp:go_positive_regulation_of_nitric_oxide_synthase_activity
GO_bp:go_positive_regulation...117       SET      83     0.014546   0.00099163      0.09462      0.43891 GO_bp:go_positive_regulation_of_cell_cycle_phase_transition
GO_bp:go_myeloid_dendritic_c...1         SET      30      0.24365     0.010001      0.15696     0.060298 GO_bp:go_myeloid_dendritic_cell_activation
GO_bp:go_mesonephros_develop...          SET      87      0.21193     0.014789      0.10283     0.019661 GO_bp:go_mesonephros_development
GO_bp:go_mesodermal_cell_fat...1         SET      13      0.18702    0.0050555       0.2861      0.25666 GO_bp:go_mesodermal_cell_fate_commitment
GO_bp:go_regulation_of_dendr...1         SET     118    -0.028761   -0.0023355     0.089143      0.62652 GO_bp:go_regulation_of_dendrite_development
GO_bp:go_response_to_light_s...          SET     283    -0.013577   -0.0016994     0.054414      0.59852 GO_bp:go_response_to_light_stimulus
GO_bp:go_regulation_of_axono...          SET     159     0.023291    0.0021929     0.074675      0.37756 GO_bp:go_regulation_of_axonogenesis
GO_bp:go_ribosomal_small_sub...1         SET      16      0.26863    0.0080555      0.21525      0.10602 GO_bp:go_ribosomal_small_subunit_assembly
GO_bp:go_regulation_of_activ...3         SET      21      0.19757    0.0067866      0.21767      0.18203 GO_bp:go_regulation_of_activin_receptor_signaling_pathway
GO_bp:go_regulation_of_syste...5         SET      34     -0.14183   -0.0061969       0.1703      0.79753 GO_bp:go_regulation_of_systemic_arterial_blood_pressure_by_hormone
GO_bp:go_regulation_of_neutr...4         SET      26       0.1982    0.0075744      0.19166      0.15055 GO_bp:go_regulation_of_neutrophil_migration
GO_bp:go_cellular_response_t...75        SET      66     0.029885    0.0018175      0.11485      0.39736 GO_bp:go_cellular_response_to_mechanical_stimulus
GO_bp:go_pentose_metabolic_p...          SET       6     -0.30646   -0.0056291      0.42837      0.76281 GO_bp:go_pentose_metabolic_process
GO_bp:go_positive_regulation...206       SET     447     0.020016    0.0031338     0.044532      0.32655 GO_bp:go_positive_regulation_of_defense_response
GO_bp:go_phagocytosis                    SET     222   -0.0034089  -0.00037855     0.064908      0.52094 GO_bp:go_phagocytosis
GO_bp:go_branching_involved_...3         SET      23     -0.14134   -0.0050806        0.208      0.75159 GO_bp:go_branching_involved_in_mammary_gland_duct_morphogenesis
GO_bp:go_alkaloid_metabolic_...          SET       5      0.75194     0.012609      0.43265     0.041115 GO_bp:go_alkaloid_metabolic_process
GO_bp:go_positive_regulation...606       SET      12      0.13458    0.0034954      0.25081      0.29579 GO_bp:go_positive_regulation_of_oxidative_stress_induced_cell_death
GO_bp:go_centromere_complex_...          SET      47    -0.090444   -0.0046444      0.12392      0.76726 GO_bp:go_centromere_complex_assembly
GO_bp:go_positive_regulation...544       SET      25     -0.11964   -0.0044834      0.18391      0.74232 GO_bp:go_positive_regulation_of_myeloid_leukocyte_mediated_immunity
GO_bp:go_rrna_containing_rib...          SET      14     0.091265    0.0025602      0.22674      0.34366 GO_bp:go_rrna_containing_ribonucleoprotein_complex_export_from_nucleus
GO_bp:go_mitotic_sister_chro...1         SET      18      0.13658    0.0043437      0.18947      0.23551 GO_bp:go_mitotic_sister_chromatid_cohesion
GO_bp:go_kinetochore_organiz...          SET      21     -0.18564   -0.0063768      0.19047      0.83513 GO_bp:go_kinetochore_organization
GO_bp:go_negative_regulation...268       SET      12      0.24137     0.006269      0.27971      0.19409 GO_bp:go_negative_regulation_of_glucose_import
GO_bp:go_glucose_catabolic_p...          SET       7     -0.44858   -0.0088997      0.32947      0.91331 GO_bp:go_glucose_catabolic_process
GO_bp:go_antigen_processing_...3         SET      21      0.45765      0.01572      0.19451    0.0093216 GO_bp:go_antigen_processing_and_presentation_of_endogenous_antigen
GO_bp:go_regulation_of_camp_...1         SET      14     -0.13745   -0.0038559      0.24339      0.71387 GO_bp:go_regulation_of_camp_dependent_protein_kinase_activity
GO_bp:go_regulation_of_trans...12        SET      25    -0.030053   -0.0011262      0.17845      0.56687 GO_bp:go_regulation_of_transcription_involved_in_g1_s_transition_of_mitotic_cell_cycle
GO_bp:go_positive_regulation...770       SET      56      0.05597    0.0031365      0.12516      0.32737 GO_bp:go_positive_regulation_of_striated_muscle_cell_differentiation
GO_bp:go_inorganic_ion_trans...          SET     726     0.014963    0.0029614     0.035645      0.33733 GO_bp:go_inorganic_ion_transmembrane_transport
GO_bp:go_positive_regulation...381       SET      30     -0.15028   -0.0061682      0.16412      0.82006 GO_bp:go_positive_regulation_of_insulin_secretion_involved_in_cellular_response_to_glucose_stimulus
GO_bp:go_negative_regulation...98        SET     557   -0.0069194   -0.0012055      0.03825      0.57177 GO_bp:go_negative_regulation_of_cell_cycle
GO_bp:go_positive_regulation...189       SET      29    -0.040039   -0.0016158      0.16179      0.59773 GO_bp:go_positive_regulation_of_cyclin_dependent_protein_kinase_activity
GO_bp:go_axonal_fasciculation            SET      21     -0.50831     -0.01746      0.19737      0.99499 GO_bp:go_axonal_fasciculation
GO_bp:go_intrinsic_apoptotic...5         SET      53      0.24785     0.013513      0.11695     0.017041 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_endoplasmic_reticulum_stress
GO_bp:go_regulation_of_defen...2         SET      17     -0.13554   -0.0041894      0.23855      0.71504 GO_bp:go_regulation_of_defense_response_to_bacterium
GO_bp:go_positive_regulation...610       SET      40     0.050452    0.0023905      0.15195      0.36994 GO_bp:go_positive_regulation_of_pathway_restricted_smad_protein_phosphorylation
GO_bp:go_folic_acid_metaboli...          SET      19     -0.18465   -0.0060335      0.21076      0.80952 GO_bp:go_folic_acid_metabolic_process
GO_bp:go_regionalization                 SET     303    -0.041404   -0.0053592     0.058482      0.76051 GO_bp:go_regionalization
GO_bp:go_central_nervous_sys...1         SET     849     0.006707    0.0014303     0.032975      0.41941 GO_bp:go_central_nervous_system_development
GO_bp:go_response_to_water               SET      14     0.052055    0.0014602      0.25628      0.41952 GO_bp:go_response_to_water
GO_bp:go_regulation_of_cell_...27        SET      87     0.065186     0.004549      0.10265       0.2627 GO_bp:go_regulation_of_cell_killing
GO_bp:go_regulation_of_carbo...2         SET      71      0.11077    0.0069864      0.10408      0.14362 GO_bp:go_regulation_of_carbohydrate_catabolic_process
GO_bp:go_regulation_of_respi...2         SET      18      0.13864    0.0044094      0.25055      0.29001 GO_bp:go_regulation_of_respiratory_gaseous_exchange
GO_bp:go_glycosyl_compound_b...          SET      35    -0.038862   -0.0017227      0.14385      0.60648 GO_bp:go_glycosyl_compound_biosynthetic_process
GO_bp:go_response_to_oxidati...          SET     375     0.020817    0.0029913     0.046906       0.3286 GO_bp:go_response_to_oxidative_stress
GO_bp:go_regulation_of_jun_k...          SET      79     -0.17297    -0.011505      0.10149      0.95583 GO_bp:go_regulation_of_jun_kinase_activity
GO_bp:go_cerebellar_purkinje...2         SET      23     -0.28524    -0.010253      0.18022      0.94325 GO_bp:go_cerebellar_purkinje_cell_layer_development
GO_bp:go_phospholipid_efflux             SET      12      0.34817     0.009043      0.32394      0.14124 GO_bp:go_phospholipid_efflux
GO_bp:go_mucopolysaccharide_...          SET      15     -0.36043    -0.010465      0.24307      0.93093 GO_bp:go_mucopolysaccharide_metabolic_process
GO_bp:go_regulation_of_phosp...15        SET    1462     0.053934     0.014817     0.025261     0.016384 GO_bp:go_regulation_of_phosphorus_metabolic_process
GO_bp:go_trna_processing                 SET     112    -0.012501  -0.00098909     0.080538      0.56167 GO_bp:go_trna_processing
GO_bp:go_regulation_of_synap...2         SET      12     0.095866    0.0024899      0.26486       0.3587 GO_bp:go_regulation_of_synapse_maturation
GO_bp:go_regulation_of_vascu...2         SET      29     0.071615    0.0028902      0.18013      0.34548 GO_bp:go_regulation_of_vascular_permeability
GO_bp:go_response_to_mechani...          SET     185     -0.01932   -0.0019606     0.070091      0.60858 GO_bp:go_response_to_mechanical_stimulus
GO_bp:go_subpallium_developm...          SET      22    -0.088008   -0.0030941      0.21749      0.65713 GO_bp:go_subpallium_development
GO_bp:go_somatic_recombinati...          SET      45       0.1242    0.0062411      0.13375      0.17656 GO_bp:go_somatic_recombination_of_immunoglobulin_gene_segments
GO_bp:go_b_cell_receptor_sig...          SET      51     0.049281    0.0026358      0.13097      0.35336 GO_bp:go_b_cell_receptor_signaling_pathway
GO_bp:go_receptor_catabolic_...          SET      28    -0.052977   -0.0021009      0.18078      0.61525 GO_bp:go_receptor_catabolic_process
GO_bp:go_signal_peptide_proc...          SET      10     0.076279    0.0018087      0.31344      0.40386 GO_bp:go_signal_peptide_processing
GO_bp:go_epithelial_cell_fat...          SET      14      0.10567    0.0029643      0.25792      0.34101 GO_bp:go_epithelial_cell_fate_commitment
GO_bp:go_sodium_ion_transport            SET     195     0.054422    0.0056685     0.069912      0.21816 GO_bp:go_sodium_ion_transport
