# MEAN_SAMPLE_SIZE = 24564
# TOTAL_GENES = 17778
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_hyper...          SET      79    -0.052797   -0.0035118      0.10772      0.68797 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      66     -0.04468   -0.0027174        0.122       0.6429 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      82    -0.010985  -0.00074434       0.1054       0.5415 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      63     0.032423    0.0019267      0.12265      0.39576 Curated_gene_sets:kegg_viral_myocarditis
Curated_gene_sets:biocarta_r...14        SET      13     -0.19912   -0.0053828      0.27233      0.76767 Curated_gene_sets:biocarta_rela_pathway
Curated_gene_sets:biocarta_n...8         SET      28     -0.18325   -0.0072669       0.1857      0.83812 Curated_gene_sets:biocarta_no1_pathway
Curated_gene_sets:biocarta_c...29        SET      20      -0.1059   -0.0035501      0.20753      0.69508 Curated_gene_sets:biocarta_csk_pathway
Curated_gene_sets:biocarta_s...13        SET       7     -0.17542   -0.0034803       0.2787      0.73546 Curated_gene_sets:biocarta_srcrptp_pathway
Curated_gene_sets:biocarta_a...15        SET      18      0.14828    0.0047159      0.24063      0.26888 Curated_gene_sets:biocarta_ami_pathway
Curated_gene_sets:biocarta_g...10        SET      14     -0.25431    -0.007134      0.25612      0.83963 Curated_gene_sets:biocarta_granulocytes_pathway
Curated_gene_sets:biocarta_l...7         SET      11    -0.018464  -0.00045915      0.29595      0.52487 Curated_gene_sets:biocarta_lym_pathway
Curated_gene_sets:biocarta_a...16        SET      14    -0.086201   -0.0024181      0.23417       0.6436 Curated_gene_sets:biocarta_arap_pathway
Curated_gene_sets:biocarta_a...6         SET      26     -0.24526   -0.0093727      0.17973       0.9138 Curated_gene_sets:biocarta_agr_pathway
Curated_gene_sets:biocarta_a...9         SET      10     -0.41588   -0.0098609      0.25389      0.94928 Curated_gene_sets:biocarta_akap95_pathway
Curated_gene_sets:biocarta_a...11        SET      19     -0.34605    -0.011307       0.2275      0.93588 Curated_gene_sets:biocarta_akt_pathway
Curated_gene_sets:biocarta_a...12        SET      34      0.20233      0.00884      0.17241       0.1203 Curated_gene_sets:biocarta_alk_pathway
Curated_gene_sets:biocarta_a...20        SET      25     -0.48748    -0.018268      0.18839      0.99516 Curated_gene_sets:biocarta_at1r_pathway
Curated_gene_sets:biocarta_a...1         SET      10     -0.31074   -0.0073678      0.31186      0.84046 Curated_gene_sets:biocarta_ace2_pathway
Curated_gene_sets:biocarta_a...19        SET      10     0.089064    0.0021118       0.3095      0.38677 Curated_gene_sets:biocarta_asbcell_pathway
Curated_gene_sets:biocarta_d...5         SET       9      0.22302    0.0050168      0.27431      0.20811 Curated_gene_sets:biocarta_dnafragment_pathway
Curated_gene_sets:biocarta_c...20        SET      17      0.28828    0.0089105      0.23433      0.10932 Curated_gene_sets:biocarta_chemical_pathway
Curated_gene_sets:biocarta_s...11        SET      14     -0.20181   -0.0056612      0.25848      0.78252 Curated_gene_sets:biocarta_sppa_pathway
Curated_gene_sets:biocarta_a...21        SET      19    -0.077046   -0.0025175      0.22237      0.63551 Curated_gene_sets:biocarta_atm_pathway
Curated_gene_sets:biocarta_a...5         SET      10      0.11247    0.0026668      0.28326      0.34566 Curated_gene_sets:biocarta_agpcr_pathway
Curated_gene_sets:biocarta_b...7         SET      12    -0.053802   -0.0013974      0.28097      0.57593 Curated_gene_sets:biocarta_bcellsurvival_pathway
Curated_gene_sets:biocarta_b...10        SET      11     0.031423   0.00078142      0.29064      0.45695 Curated_gene_sets:biocarta_blymphocyte_pathway
Curated_gene_sets:biocarta_b...8         SET      27    -0.076453   -0.0029773       0.1787      0.66561 Curated_gene_sets:biocarta_bcr_pathway
Curated_gene_sets:biocarta_b...9         SET      26      -0.3326    -0.012711       0.1813       0.9667 Curated_gene_sets:biocarta_biopeptides_pathway
Curated_gene_sets:biocarta_r...7         SET      14    -0.077981   -0.0021875      0.26393      0.61618 Curated_gene_sets:biocarta_rankl_pathway
Curated_gene_sets:biocarta_c...1         SET       9     -0.32167   -0.0072358      0.29555      0.86177 Curated_gene_sets:biocarta_cacam_pathway
Curated_gene_sets:biocarta_c...15        SET      14     -0.43647    -0.012244      0.25947      0.95372 Curated_gene_sets:biocarta_cdmac_pathway
Curated_gene_sets:biocarta_c...5         SET      23     -0.24369   -0.0087597      0.19714      0.89178 Curated_gene_sets:biocarta_carm_er_pathway
Curated_gene_sets:biocarta_c...6         SET      19       0.2392    0.0078158      0.20588      0.12266 Curated_gene_sets:biocarta_caspase_pathway
Curated_gene_sets:biocarta_c...8         SET      11      0.37426    0.0093068      0.28593     0.095294 Curated_gene_sets:biocarta_cbl_pathway
Curated_gene_sets:biocarta_c...9         SET      16       -0.354    -0.010616      0.25236      0.91965 Curated_gene_sets:biocarta_ccr3_pathway
Curated_gene_sets:biocarta_c...11        SET      10    -0.044544   -0.0010562      0.29837      0.55934 Curated_gene_sets:biocarta_cd40_pathway
Curated_gene_sets:biocarta_m...5         SET      18    -0.013726  -0.00043654      0.21447      0.52551 Curated_gene_sets:biocarta_mcm_pathway
Curated_gene_sets:biocarta_g...1         SET      26     -0.15263   -0.0058327      0.18918      0.79009 Curated_gene_sets:biocarta_g1_pathway
Curated_gene_sets:biocarta_g...2         SET      21    -0.089865   -0.0030868      0.19379      0.67857 Curated_gene_sets:biocarta_g2_pathway
Curated_gene_sets:biocarta_c...16        SET       8       0.4183    0.0088717       0.3483      0.11489 Curated_gene_sets:biocarta_cell2cell_pathway
Curated_gene_sets:biocarta_l...1         SET      16      0.13236    0.0039691      0.25465      0.30161 Curated_gene_sets:biocarta_lair_pathway
Curated_gene_sets:biocarta_c...18        SET      19      -0.3746     -0.01224       0.2234       0.9532 Curated_gene_sets:biocarta_ceramide_pathway
Curated_gene_sets:biocarta_t...13        SET      19     -0.17934   -0.0058601      0.20852      0.80512 Curated_gene_sets:biocarta_tid_pathway
Curated_gene_sets:biocarta_c...24        SET      14       0.1622      0.00455      0.28343      0.28357 Curated_gene_sets:biocarta_classic_pathway
Curated_gene_sets:biocarta_c...25        SET      19      0.27064     0.008843      0.23579      0.12553 Curated_gene_sets:biocarta_comp_pathway
Curated_gene_sets:biocarta_v...1         SET      24      0.10613    0.0038969      0.17527      0.27242 Curated_gene_sets:biocarta_vdr_pathway
Curated_gene_sets:biocarta_h...3         SET      22     -0.07649   -0.0026892       0.2068      0.64426 Curated_gene_sets:biocarta_hdac_pathway
Curated_gene_sets:biocarta_g...5         SET      16    -0.042283    -0.001268      0.25234      0.56654 Curated_gene_sets:biocarta_gcr_pathway
Curated_gene_sets:biocarta_c...31        SET      23     -0.17678   -0.0063544      0.21293      0.79678 Curated_gene_sets:biocarta_ctcf_pathway
Curated_gene_sets:biocarta_c...32        SET      11     -0.16726   -0.0041592      0.28284      0.72285 Curated_gene_sets:biocarta_ctl_pathway
Curated_gene_sets:biocarta_c...34        SET      17     -0.37368     -0.01155       0.2406      0.93979 Curated_gene_sets:biocarta_cxcr4_pathway
Curated_gene_sets:biocarta_c...17        SET      20     -0.34405    -0.011534      0.21171      0.94792 Curated_gene_sets:biocarta_cellcycle_pathway
Curated_gene_sets:biocarta_c...19        SET      11     -0.25163   -0.0062574      0.27268      0.82194 Curated_gene_sets:biocarta_cftr_pathway
Curated_gene_sets:biocarta_c...35        SET      19     0.096841    0.0031643      0.21461      0.32591 Curated_gene_sets:biocarta_cytokine_pathway
Curated_gene_sets:biocarta_i...18        SET      27      0.14824    0.0057729      0.19999      0.22928 Curated_gene_sets:biocarta_inflam_pathway
Curated_gene_sets:biocarta_d...1         SET      11      0.41995     0.010443      0.26421     0.055988 Curated_gene_sets:biocarta_d4gdi_pathway
Curated_gene_sets:biocarta_d...2         SET      15      0.17852    0.0051834      0.24955       0.2372 Curated_gene_sets:biocarta_dc_pathway
Curated_gene_sets:biocarta_p...2         SET       8     -0.29076   -0.0061668      0.33895       0.8045 Curated_gene_sets:biocarta_p35alzheimers_pathway
Curated_gene_sets:biocarta_r...17        SET       7      -0.3913   -0.0077633      0.37315      0.85282 Curated_gene_sets:biocarta_rna_pathway
Curated_gene_sets:biocarta_m...16        SET      16      0.24779    0.0074305      0.23106      0.14178 Curated_gene_sets:biocarta_mta3_pathway
Curated_gene_sets:biocarta_s...7         SET       9    -0.014273  -0.00032108      0.28344      0.52008 Curated_gene_sets:biocarta_skp2e2f_pathway
Curated_gene_sets:biocarta_c...2         SET      15    -0.071732   -0.0020828      0.28439      0.59957 Curated_gene_sets:biocarta_calcineurin_pathway
Curated_gene_sets:biocarta_e...5         SET      23     -0.33759    -0.012135      0.19538      0.95798 Curated_gene_sets:biocarta_egf_pathway
Curated_gene_sets:biocarta_e...21        SET       9     -0.49925    -0.011231      0.29747      0.95335 Curated_gene_sets:biocarta_etc_pathway
Curated_gene_sets:biocarta_n...1         SET      16      0.42684       0.0128      0.25141     0.044782 Curated_gene_sets:biocarta_ndkdynamin_pathway
Curated_gene_sets:biocarta_e...12        SET       7      0.19284     0.003826      0.37823      0.30508 Curated_gene_sets:biocarta_epha4_pathway
Curated_gene_sets:biocarta_e...13        SET      15     -0.50857    -0.014767      0.22877      0.98689 Curated_gene_sets:biocarta_epo_pathway
Curated_gene_sets:biocarta_e...1         SET      18      0.11447    0.0036405      0.23053      0.30976 Curated_gene_sets:biocarta_ecm_pathway
Curated_gene_sets:biocarta_e...19        SET      24     -0.44642    -0.016392      0.19401       0.9893 Curated_gene_sets:biocarta_erk_pathway
Curated_gene_sets:biocarta_e...20        SET      15     -0.13604     -0.00395      0.25742      0.70141 Curated_gene_sets:biocarta_eryth_pathway
Curated_gene_sets:biocarta_e...14        SET      11    -0.037036  -0.00092099      0.28092      0.55244 Curated_gene_sets:biocarta_eponfkb_pathway
Curated_gene_sets:biocarta_e...10        SET      11    -0.055272   -0.0013745      0.27898      0.57852 Curated_gene_sets:biocarta_eif_pathway
Curated_gene_sets:biocarta_e...23        SET      13      0.22568    0.0061006      0.28664      0.21555 Curated_gene_sets:biocarta_extrinsic_pathway
Curated_gene_sets:biocarta_f...1         SET      27     -0.33623    -0.013094      0.18261       0.9672 Curated_gene_sets:biocarta_fas_pathway
Curated_gene_sets:biocarta_f...3         SET      33     -0.12155   -0.0052323       0.1653      0.76893 Curated_gene_sets:biocarta_fcer1_pathway
Curated_gene_sets:biocarta_f...4         SET      11     -0.11356   -0.0028239      0.29994      0.64751 Curated_gene_sets:biocarta_fibrinolysis_pathway
Curated_gene_sets:biocarta_f...6         SET      30    -0.080154     -0.00329       0.1775      0.67421 Curated_gene_sets:biocarta_fmlp_pathway
Curated_gene_sets:biocarta_f...8         SET       8     -0.28712   -0.0060895      0.32324      0.81279 Curated_gene_sets:biocarta_free_pathway
Curated_gene_sets:biocarta_g...3         SET       9      0.09756    0.0021946      0.29763      0.37154 Curated_gene_sets:biocarta_gaba_pathway
Curated_gene_sets:biocarta_g...4         SET      12      0.13643    0.0035434       0.2556      0.29676 Curated_gene_sets:biocarta_gata3_pathway
Curated_gene_sets:biocarta_s...5         SET       9    -0.039017  -0.00087768      0.33662      0.54614 Curated_gene_sets:biocarta_set_pathway
Curated_gene_sets:biocarta_g...6         SET      26     -0.20797   -0.0079478      0.17969      0.87644 Curated_gene_sets:biocarta_gh_pathway
Curated_gene_sets:biocarta_a...7         SET      10      0.11993    0.0028436      0.30029      0.34482 Curated_gene_sets:biocarta_ahsp_pathway
Curated_gene_sets:biocarta_t...2         SET       8     -0.71569    -0.015179      0.33863      0.98271 Curated_gene_sets:biocarta_tcapoptosis_pathway
Curated_gene_sets:biocarta_h...7         SET      50    -0.087192   -0.0046177      0.12952      0.74958 Curated_gene_sets:biocarta_hivnef_pathway
Curated_gene_sets:biocarta_s...2         SET       5     -0.21939   -0.0036789      0.36693      0.72505 Curated_gene_sets:biocarta_salmonella_pathway
Curated_gene_sets:biocarta_m...13        SET      19     -0.20417   -0.0066712      0.19455      0.85301 Curated_gene_sets:biocarta_mpr_pathway
Curated_gene_sets:biocarta_h...2         SET      17     0.037921    0.0011721      0.22609       0.4334 Curated_gene_sets:biocarta_hcmv_pathway
Curated_gene_sets:biocarta_p...5         SET      19      0.29289    0.0095701      0.20491     0.076466 Curated_gene_sets:biocarta_p53hypoxia_pathway
Curated_gene_sets:biocarta_h...6         SET      15      0.34907     0.010136      0.23237     0.066528 Curated_gene_sets:biocarta_hif_pathway
Curated_gene_sets:biocarta_i...3         SET      18     -0.40105    -0.012755      0.20072      0.97713 Curated_gene_sets:biocarta_igf1_pathway
Curated_gene_sets:biocarta_i...8         SET      15     -0.23347   -0.0067789      0.26027      0.81514 Curated_gene_sets:biocarta_il17_pathway
Curated_gene_sets:biocarta_i...11        SET      17      -0.4263    -0.013177      0.22339      0.97182 Curated_gene_sets:biocarta_il2_pathway
Curated_gene_sets:biocarta_i...13        SET      14     -0.26305    -0.007379      0.23462      0.86888 Curated_gene_sets:biocarta_il3_pathway
Curated_gene_sets:biocarta_i...14        SET      10      0.61584     0.014602      0.28134     0.014308 Curated_gene_sets:biocarta_il4_pathway
Curated_gene_sets:biocarta_i...15        SET      11     0.068438    0.0017019      0.30425      0.41101 Curated_gene_sets:biocarta_il5_pathway
Curated_gene_sets:biocarta_i...16        SET      18     -0.30032   -0.0095516      0.19772       0.9356 Curated_gene_sets:biocarta_il6_pathway
Curated_gene_sets:biocarta_i...6         SET      13     -0.18556   -0.0050162      0.26568      0.75754 Curated_gene_sets:biocarta_il10_pathway
Curated_gene_sets:biocarta_i...7         SET      17     -0.19632    -0.006068      0.23153      0.80175 Curated_gene_sets:biocarta_il12_pathway
Curated_gene_sets:biocarta_i...12        SET      33     -0.10961   -0.0047181      0.16493      0.74683 Curated_gene_sets:biocarta_il2rb_pathway
Curated_gene_sets:biocarta_i...10        SET       9    0.0058611   0.00013184      0.32835      0.49288 Curated_gene_sets:biocarta_il22bp_pathway
Curated_gene_sets:biocarta_i...17        SET      16    0.0074817   0.00022436      0.24834      0.48798 Curated_gene_sets:biocarta_il7_pathway
Curated_gene_sets:biocarta_g...11        SET      19     -0.27651   -0.0090349      0.21552      0.90024 Curated_gene_sets:biocarta_gsk3_pathway
Curated_gene_sets:biocarta_d...3         SET      25     -0.07257   -0.0027195      0.18926       0.6493 Curated_gene_sets:biocarta_death_pathway
Curated_gene_sets:biocarta_r...4         SET      23     -0.19483   -0.0070034      0.19379      0.84263 Curated_gene_sets:biocarta_raccycd_pathway
Curated_gene_sets:biocarta_g...8         SET      22     -0.21901   -0.0076998      0.19601      0.86807 Curated_gene_sets:biocarta_gleevec_pathway
Curated_gene_sets:biocarta_i...19        SET      18     -0.28067   -0.0089266      0.20307      0.91653 Curated_gene_sets:biocarta_insulin_pathway
Curated_gene_sets:biocarta_i...20        SET      30     -0.24006   -0.0098533      0.17151      0.91918 Curated_gene_sets:biocarta_integrin_pathway
Curated_gene_sets:biocarta_i...21        SET      19     -0.15042   -0.0049149      0.23829      0.73605 Curated_gene_sets:biocarta_intrinsic_pathway
Curated_gene_sets:biocarta_k...          SET      41     -0.31765    -0.015238      0.15412      0.98035 Curated_gene_sets:biocarta_keratinocyte_pathway
Curated_gene_sets:biocarta_t...4         SET      12     0.055012    0.0014288      0.28938      0.42462 Curated_gene_sets:biocarta_tcra_pathway
Curated_gene_sets:biocarta_l...3         SET      11      0.23606    0.0058701      0.28871       0.2068 Curated_gene_sets:biocarta_lectin_pathway
Curated_gene_sets:biocarta_p...30        SET      25     -0.35805    -0.013418       0.1859      0.97294 Curated_gene_sets:biocarta_pyk2_pathway
Curated_gene_sets:biocarta_e...6         SET      11       0.5154     0.012817      0.28065     0.033155 Curated_gene_sets:biocarta_egfr_smrte_pathway
